,activityobjectid,activitycodetypeobjectid,activitycodeobjectid,projectobjectid,activitycodedescription,activitycodetypename,activitycodetypescope,activitycodevalue,activityid,activityname,issecurecode,lastupdateuser,lastupdatedate,createuser,createdate
736,113545,2294,13352,4829,Not applicable,G33 - Pipe Size,AS_Global,N/A,XF-P-60,Loop - Award PO,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:51.513000000
737,113545,2295,13355,4829,Not applicable,G35 - Sub-Contractor Mode,AS_Global,N/A,XF-P-60,Loop - Award PO,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:51.517000000
738,113545,2296,13358,4829,Not applicable,G36 - Project Document Types,AS_Global,N/A,XF-P-60,Loop - Award PO,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:51.517000000
739,113545,2297,13361,4829,Not applicable,G37 - IPCS Level 2 (Optional),AS_Global,N/A,XF-P-60,Loop - Award PO,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:51.520000000
740,113545,2300,13377,4829,Terminal Station,Zone,AS_Project,4.TS,XF-P-60,Loop - Award PO,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:51.520000000
741,113545,2301,13379,4829,Water Loop,Package,AS_Project,WLP,XF-P-60,Loop - Award PO,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:51.520000000
742,113545,5262,16985,4829,Sub-Contractor Schedule,G38 - Sub-Contractor or Vendor schedule,AS_Global,SUB,XF-P-60,Loop - Award PO,N,Goudiabys,2022-10-26 19:03:08.510000000,Goudiabys,2019-12-03 16:53:30.483000000
743,113545,11778,33632,4829,PIPING,G16 - Discipline,AS_Global,PI,XF-P-60,Loop - Award PO,N,Goudiabys,2022-10-26 19:03:08.510000000,Goudiabys,2019-12-03 12:55:06.657000000
744,113546,2274,13282,4829,Phase 4 - Design,G02 - JSTEPS,AS_Global,P4,XF-P-65,Loop - PO Awarded and Signed by OCP   (22-Mar-2017 - IAP),N,Admin,2023-06-04 15:40:20.783000000,Admin,2019-03-18 10:55:51.523000000
745,113546,2275,13286,4829,PMC - Project Management Contract,G05 - Contract Type,AS_Global,1,XF-P-65,Loop - PO Awarded and Signed by OCP   (22-Mar-2017 - IAP),N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:51.523000000
746,113546,2276,13287,4829,JESA Morocco,G07 - Location,AS_Global,1,XF-P-65,Loop - PO Awarded and Signed by OCP   (22-Mar-2017 - IAP),N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:51.527000000
747,113460,2289,13337,4829,Not applicable,G27 - Cx Phase,AS_Global,N/A,LOE-C-910,TS - Access Structural parts [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.493000000
748,113460,2290,13340,4829,Not applicable,G28 - Fab Work Location,AS_Global,N/A,LOE-C-910,TS - Access Structural parts [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.497000000
749,113460,2291,13344,4829,Not applicable,G29 - Interface Among Subs / Handover,AS_Global,N/A,LOE-C-910,TS - Access Structural parts [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.497000000
750,113460,2292,13349,4829,Not applicable,G30 - Milestone Payments,AS_Global,N/A,LOE-C-910,TS - Access Structural parts [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.500000000
751,113460,2293,13350,4829,Not applicable,G31 - Procurement Priority,AS_Global,N/A,LOE-C-910,TS - Access Structural parts [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.500000000
752,113460,2294,13352,4829,Not applicable,G33 - Pipe Size,AS_Global,N/A,LOE-C-910,TS - Access Structural parts [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.500000000
753,113460,2295,13355,4829,Not applicable,G35 - Sub-Contractor Mode,AS_Global,N/A,LOE-C-910,TS - Access Structural parts [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.503000000
754,113460,2296,13358,4829,Not applicable,G36 - Project Document Types,AS_Global,N/A,LOE-C-910,TS - Access Structural parts [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.503000000
755,113460,2297,13361,4829,Not applicable,G37 - IPCS Level 2 (Optional),AS_Global,N/A,LOE-C-910,TS - Access Structural parts [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.507000000
756,113460,2300,13377,4829,Terminal Station,Zone,AS_Project,4.TS,LOE-C-910,TS - Access Structural parts [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.507000000
757,113460,2301,13385,4829,Access Upgrade,Package,AS_Project,ACS,LOE-C-910,TS - Access Structural parts [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.510000000
758,113460,5262,16985,4829,Sub-Contractor Schedule,G38 - Sub-Contractor or Vendor schedule,AS_Global,SUB,LOE-C-910,TS - Access Structural parts [LOE],N,Goudiabys,2022-10-26 19:03:08.510000000,Goudiabys,2019-12-03 16:53:29.050000000
759,113460,11778,33641,4829,Not applicable,G16 - Discipline,AS_Global,N/A,LOE-C-910,TS - Access Structural parts [LOE],N,Goudiabys,2022-10-26 19:03:08.510000000,Goudiabys,2019-12-03 12:47:46.220000000
760,113461,2274,13596,4829,Non-Phase Related,G02 - JSTEPS,AS_Global,PN,LOE-C-840,DO - Add. Tanks Structural Parts [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.510000000
761,113461,2275,13286,4829,PMC - Project Management Contract,G05 - Contract Type,AS_Global,1,LOE-C-840,DO - Add. Tanks Structural Parts [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.510000000
762,113461,2276,13287,4829,JESA Morocco,G07 - Location,AS_Global,1,LOE-C-840,DO - Add. Tanks Structural Parts [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.513000000
763,113461,2277,13288,4829,Flexibility,G08 - Project Gender,AS_Global,B,LOE-C-840,DO - Add. Tanks Structural Parts [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.513000000
764,113461,2278,13291,4829,Not applicable,G10 - OCP Field - Milestones,AS_Global,N/A,LOE-C-840,DO - Add. Tanks Structural Parts [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.513000000
765,113461,2279,13293,4829,ISBL & OSBL Common,G11 - Battery Limit,AS_Global,C0,LOE-C-840,DO - Add. Tanks Structural Parts [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.517000000
766,113461,2280,13303,4829,Not applicable,G12 - Supplier / Subs,AS_Global,N/A,LOE-C-840,DO - Add. Tanks Structural Parts [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.517000000
767,113461,2281,13310,4829,Not applicable,G14 - Equipment Type,AS_Global,N/A,LOE-C-840,DO - Add. Tanks Structural Parts [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.520000000
768,113461,2282,13315,4829,Not applicable,G15 - Cx Systems,AS_Global,N/A,LOE-C-840,DO - Add. Tanks Structural Parts [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.520000000
769,113461,2284,13327,4829,Initial Scope,G17 - Change Mgmt,AS_Global,INS,LOE-C-840,DO - Add. Tanks Structural Parts [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.523000000
770,113461,2285,13328,4829,Not applicable,G18 - Early Warning,AS_Global,N/A,LOE-C-840,DO - Add. Tanks Structural Parts [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.523000000
771,113461,2286,13331,4829,Not applicable,G18a - Warning Activity Identifier,AS_Global,N/A,LOE-C-840,DO - Add. Tanks Structural Parts [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.527000000
772,113461,2287,13333,4829,1st Re-Baseline Activity,G19 - Baseline Rev,AS_Global,BL1,LOE-C-840,DO - Add. Tanks Structural Parts [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.527000000
773,113461,2288,13334,4829,Not applicable,G22 - Interface Links Projects,AS_Global,N/A,LOE-C-840,DO - Add. Tanks Structural Parts [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.530000000
774,113461,2289,13337,4829,Not applicable,G27 - Cx Phase,AS_Global,N/A,LOE-C-840,DO - Add. Tanks Structural Parts [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.530000000
775,113461,2290,13340,4829,Not applicable,G28 - Fab Work Location,AS_Global,N/A,LOE-C-840,DO - Add. Tanks Structural Parts [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.530000000
776,113461,2291,13344,4829,Not applicable,G29 - Interface Among Subs / Handover,AS_Global,N/A,LOE-C-840,DO - Add. Tanks Structural Parts [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.533000000
777,113461,2292,13349,4829,Not applicable,G30 - Milestone Payments,AS_Global,N/A,LOE-C-840,DO - Add. Tanks Structural Parts [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.533000000
778,113461,2293,13350,4829,Not applicable,G31 - Procurement Priority,AS_Global,N/A,LOE-C-840,DO - Add. Tanks Structural Parts [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.533000000
779,113461,2294,13352,4829,Not applicable,G33 - Pipe Size,AS_Global,N/A,LOE-C-840,DO - Add. Tanks Structural Parts [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.537000000
780,113461,2295,13355,4829,Not applicable,G35 - Sub-Contractor Mode,AS_Global,N/A,LOE-C-840,DO - Add. Tanks Structural Parts [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.537000000
781,113444,2277,13288,4829,Flexibility,G08 - Project Gender,AS_Global,B,LOE-C300,DO - Piping Works [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.113000000
782,113444,2278,13291,4829,Not applicable,G10 - OCP Field - Milestones,AS_Global,N/A,LOE-C300,DO - Piping Works [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.117000000
783,113444,2279,13293,4829,ISBL & OSBL Common,G11 - Battery Limit,AS_Global,C0,LOE-C300,DO - Piping Works [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.117000000
784,113444,2280,13303,4829,Not applicable,G12 - Supplier / Subs,AS_Global,N/A,LOE-C300,DO - Piping Works [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.120000000
785,113444,2281,13310,4829,Not applicable,G14 - Equipment Type,AS_Global,N/A,LOE-C300,DO - Piping Works [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.120000000
786,113444,2282,13315,4829,Not applicable,G15 - Cx Systems,AS_Global,N/A,LOE-C300,DO - Piping Works [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.120000000
787,113444,2284,13327,4829,Initial Scope,G17 - Change Mgmt,AS_Global,INS,LOE-C300,DO - Piping Works [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.123000000
788,113444,2285,13328,4829,Not applicable,G18 - Early Warning,AS_Global,N/A,LOE-C300,DO - Piping Works [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.127000000
789,113444,2286,13331,4829,Not applicable,G18a - Warning Activity Identifier,AS_Global,N/A,LOE-C300,DO - Piping Works [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.127000000
790,113444,2287,13333,4829,1st Re-Baseline Activity,G19 - Baseline Rev,AS_Global,BL1,LOE-C300,DO - Piping Works [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.127000000
791,113444,2288,13334,4829,Not applicable,G22 - Interface Links Projects,AS_Global,N/A,LOE-C300,DO - Piping Works [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.130000000
792,113444,2289,13337,4829,Not applicable,G27 - Cx Phase,AS_Global,N/A,LOE-C300,DO - Piping Works [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.130000000
793,113444,2290,13340,4829,Not applicable,G28 - Fab Work Location,AS_Global,N/A,LOE-C300,DO - Piping Works [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.130000000
794,113444,2291,13344,4829,Not applicable,G29 - Interface Among Subs / Handover,AS_Global,N/A,LOE-C300,DO - Piping Works [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.133000000
795,113444,2292,13349,4829,Not applicable,G30 - Milestone Payments,AS_Global,N/A,LOE-C300,DO - Piping Works [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.133000000
796,113444,2293,13350,4829,Not applicable,G31 - Procurement Priority,AS_Global,N/A,LOE-C300,DO - Piping Works [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.137000000
797,113444,2294,13352,4829,Not applicable,G33 - Pipe Size,AS_Global,N/A,LOE-C300,DO - Piping Works [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.137000000
798,113444,2295,13355,4829,Not applicable,G35 - Sub-Contractor Mode,AS_Global,N/A,LOE-C300,DO - Piping Works [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.140000000
799,113444,2296,13358,4829,Not applicable,G36 - Project Document Types,AS_Global,N/A,LOE-C300,DO - Piping Works [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.140000000
800,113444,2297,13361,4829,Not applicable,G37 - IPCS Level 2 (Optional),AS_Global,N/A,LOE-C300,DO - Piping Works [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.140000000
801,113444,2300,13395,4829,Daoui,Zone,AS_Project,3.DO,LOE-C300,DO - Piping Works [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.143000000
802,113444,2301,13400,4829,Additional Tanks,Package,AS_Project,TNK,LOE-C300,DO - Piping Works [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.143000000
803,113444,5262,16985,4829,Sub-Contractor Schedule,G38 - Sub-Contractor or Vendor schedule,AS_Global,SUB,LOE-C300,DO - Piping Works [LOE],N,Goudiabys,2022-10-26 19:03:08.510000000,Goudiabys,2019-12-03 16:53:28.777000000
804,113444,11778,33641,4829,Not applicable,G16 - Discipline,AS_Global,N/A,LOE-C300,DO - Piping Works [LOE],N,Goudiabys,2022-10-26 19:03:08.510000000,Goudiabys,2019-12-03 12:47:45.960000000
805,113445,2274,13596,4829,Non-Phase Related,G02 - JSTEPS,AS_Global,PN,LOE-C-300,TS - Transfer - Electrical Works  [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.147000000
806,113445,2275,13286,4829,PMC - Project Management Contract,G05 - Contract Type,AS_Global,1,LOE-C-300,TS - Transfer - Electrical Works  [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.147000000
807,113445,2276,13287,4829,JESA Morocco,G07 - Location,AS_Global,1,LOE-C-300,TS - Transfer - Electrical Works  [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.150000000
808,113445,2277,13288,4829,Flexibility,G08 - Project Gender,AS_Global,B,LOE-C-300,TS - Transfer - Electrical Works  [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.150000000
809,113445,2278,13291,4829,Not applicable,G10 - OCP Field - Milestones,AS_Global,N/A,LOE-C-300,TS - Transfer - Electrical Works  [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.150000000
810,113445,2279,13293,4829,ISBL & OSBL Common,G11 - Battery Limit,AS_Global,C0,LOE-C-300,TS - Transfer - Electrical Works  [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.153000000
811,113445,2280,13303,4829,Not applicable,G12 - Supplier / Subs,AS_Global,N/A,LOE-C-300,TS - Transfer - Electrical Works  [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.153000000
812,113445,2281,13310,4829,Not applicable,G14 - Equipment Type,AS_Global,N/A,LOE-C-300,TS - Transfer - Electrical Works  [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.157000000
813,113445,2282,13315,4829,Not applicable,G15 - Cx Systems,AS_Global,N/A,LOE-C-300,TS - Transfer - Electrical Works  [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.157000000
814,113445,2284,13327,4829,Initial Scope,G17 - Change Mgmt,AS_Global,INS,LOE-C-300,TS - Transfer - Electrical Works  [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.160000000
815,113445,2285,13328,4829,Not applicable,G18 - Early Warning,AS_Global,N/A,LOE-C-300,TS - Transfer - Electrical Works  [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.160000000
816,113445,2286,13331,4829,Not applicable,G18a - Warning Activity Identifier,AS_Global,N/A,LOE-C-300,TS - Transfer - Electrical Works  [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.160000000
817,113546,2277,13288,4829,Flexibility,G08 - Project Gender,AS_Global,B,XF-P-65,Loop - PO Awarded and Signed by OCP   (22-Mar-2017 - IAP),N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:51.527000000
818,113546,2278,13370,4829,MM - Contract Signature,G10 - OCP Field - Milestones,AS_Global,CON,XF-P-65,Loop - PO Awarded and Signed by OCP   (22-Mar-2017 - IAP),N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:51.530000000
819,113546,2279,13293,4829,ISBL & OSBL Common,G11 - Battery Limit,AS_Global,C0,XF-P-65,Loop - PO Awarded and Signed by OCP   (22-Mar-2017 - IAP),N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:51.530000000
820,113546,2280,13294,4829,JESA,G12 - Supplier / Subs,AS_Global,JSA,XF-P-65,Loop - PO Awarded and Signed by OCP   (22-Mar-2017 - IAP),N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:51.533000000
821,113546,2281,13306,4829,PI00 - PIPING,G14 - Equipment Type,AS_Global,K0000,XF-P-65,Loop - PO Awarded and Signed by OCP   (22-Mar-2017 - IAP),N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:51.533000000
822,113546,2282,13315,4829,Not applicable,G15 - Cx Systems,AS_Global,N/A,XF-P-65,Loop - PO Awarded and Signed by OCP   (22-Mar-2017 - IAP),N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:51.537000000
823,113546,2284,13327,4829,Initial Scope,G17 - Change Mgmt,AS_Global,INS,XF-P-65,Loop - PO Awarded and Signed by OCP   (22-Mar-2017 - IAP),N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:51.537000000
824,113546,2285,13328,4829,Not applicable,G18 - Early Warning,AS_Global,N/A,XF-P-65,Loop - PO Awarded and Signed by OCP   (22-Mar-2017 - IAP),N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:51.540000000
825,113546,2286,13331,4829,Not applicable,G18a - Warning Activity Identifier,AS_Global,N/A,XF-P-65,Loop - PO Awarded and Signed by OCP   (22-Mar-2017 - IAP),N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:51.540000000
826,113546,2287,13333,4829,1st Re-Baseline Activity,G19 - Baseline Rev,AS_Global,BL1,XF-P-65,Loop - PO Awarded and Signed by OCP   (22-Mar-2017 - IAP),N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:51.543000000
827,113546,2288,13334,4829,Not applicable,G22 - Interface Links Projects,AS_Global,N/A,XF-P-65,Loop - PO Awarded and Signed by OCP   (22-Mar-2017 - IAP),N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:51.543000000
828,113546,2289,13337,4829,Not applicable,G27 - Cx Phase,AS_Global,N/A,XF-P-65,Loop - PO Awarded and Signed by OCP   (22-Mar-2017 - IAP),N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:51.547000000
829,113546,2290,13340,4829,Not applicable,G28 - Fab Work Location,AS_Global,N/A,XF-P-65,Loop - PO Awarded and Signed by OCP   (22-Mar-2017 - IAP),N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:51.547000000
830,113546,2291,13344,4829,Not applicable,G29 - Interface Among Subs / Handover,AS_Global,N/A,XF-P-65,Loop - PO Awarded and Signed by OCP   (22-Mar-2017 - IAP),N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:51.550000000
831,113546,2292,13349,4829,Not applicable,G30 - Milestone Payments,AS_Global,N/A,XF-P-65,Loop - PO Awarded and Signed by OCP   (22-Mar-2017 - IAP),N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:51.550000000
832,113546,2293,13350,4829,Not applicable,G31 - Procurement Priority,AS_Global,N/A,XF-P-65,Loop - PO Awarded and Signed by OCP   (22-Mar-2017 - IAP),N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:51.550000000
833,113461,2296,13358,4829,Not applicable,G36 - Project Document Types,AS_Global,N/A,LOE-C-840,DO - Add. Tanks Structural Parts [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.540000000
834,113461,2297,13361,4829,Not applicable,G37 - IPCS Level 2 (Optional),AS_Global,N/A,LOE-C-840,DO - Add. Tanks Structural Parts [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.540000000
835,113461,2300,13395,4829,Daoui,Zone,AS_Project,3.DO,LOE-C-840,DO - Add. Tanks Structural Parts [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.543000000
836,113461,2301,13400,4829,Additional Tanks,Package,AS_Project,TNK,LOE-C-840,DO - Add. Tanks Structural Parts [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.543000000
837,113461,5262,16985,4829,Sub-Contractor Schedule,G38 - Sub-Contractor or Vendor schedule,AS_Global,SUB,LOE-C-840,DO - Add. Tanks Structural Parts [LOE],N,Goudiabys,2022-10-26 19:03:08.510000000,Goudiabys,2019-12-03 16:53:29.067000000
838,113461,11778,33641,4829,Not applicable,G16 - Discipline,AS_Global,N/A,LOE-C-840,DO - Add. Tanks Structural Parts [LOE],N,Goudiabys,2022-10-26 19:03:08.510000000,Goudiabys,2019-12-03 12:47:46.237000000
839,113462,2274,13596,4829,Non-Phase Related,G02 - JSTEPS,AS_Global,PN,LOE-C380,HS -  Video Surveillance System [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.547000000
840,113462,2275,13286,4829,PMC - Project Management Contract,G05 - Contract Type,AS_Global,1,LOE-C380,HS -  Video Surveillance System [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.547000000
841,113462,2276,13287,4829,JESA Morocco,G07 - Location,AS_Global,1,LOE-C380,HS -  Video Surveillance System [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.547000000
842,113462,2277,13288,4829,Flexibility,G08 - Project Gender,AS_Global,B,LOE-C380,HS -  Video Surveillance System [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.550000000
843,113462,2278,13291,4829,Not applicable,G10 - OCP Field - Milestones,AS_Global,N/A,LOE-C380,HS -  Video Surveillance System [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.550000000
844,113462,2279,13293,4829,ISBL & OSBL Common,G11 - Battery Limit,AS_Global,C0,LOE-C380,HS -  Video Surveillance System [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.550000000
845,113462,2280,13303,4829,Not applicable,G12 - Supplier / Subs,AS_Global,N/A,LOE-C380,HS -  Video Surveillance System [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.553000000
846,113462,2281,13310,4829,Not applicable,G14 - Equipment Type,AS_Global,N/A,LOE-C380,HS -  Video Surveillance System [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.553000000
847,113462,2282,13315,4829,Not applicable,G15 - Cx Systems,AS_Global,N/A,LOE-C380,HS -  Video Surveillance System [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.557000000
848,113462,2284,13327,4829,Initial Scope,G17 - Change Mgmt,AS_Global,INS,LOE-C380,HS -  Video Surveillance System [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.560000000
849,113462,2285,13328,4829,Not applicable,G18 - Early Warning,AS_Global,N/A,LOE-C380,HS -  Video Surveillance System [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:45.560000000
850,113445,2287,13333,4829,1st Re-Baseline Activity,G19 - Baseline Rev,AS_Global,BL1,LOE-C-300,TS - Transfer - Electrical Works  [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.163000000
851,113445,2288,13334,4829,Not applicable,G22 - Interface Links Projects,AS_Global,N/A,LOE-C-300,TS - Transfer - Electrical Works  [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.163000000
852,113445,2289,13337,4829,Not applicable,G27 - Cx Phase,AS_Global,N/A,LOE-C-300,TS - Transfer - Electrical Works  [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.167000000
853,113445,2290,13340,4829,Not applicable,G28 - Fab Work Location,AS_Global,N/A,LOE-C-300,TS - Transfer - Electrical Works  [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.167000000
854,113445,2291,13344,4829,Not applicable,G29 - Interface Among Subs / Handover,AS_Global,N/A,LOE-C-300,TS - Transfer - Electrical Works  [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.170000000
855,113445,2292,13349,4829,Not applicable,G30 - Milestone Payments,AS_Global,N/A,LOE-C-300,TS - Transfer - Electrical Works  [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.170000000
856,113445,2293,13350,4829,Not applicable,G31 - Procurement Priority,AS_Global,N/A,LOE-C-300,TS - Transfer - Electrical Works  [LOE],N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:44.170000000
