,parentobjectid,parentprojectid,parentname,parentid,childobjectid,childprojectid,childname,childid,fullpathname,parentlevelsbelowroot
201,27813,4829,CONTRACTS / PROCUREMENT,PR,27825,4829,PRC- Slurry Transfert - DWS to local Tanks,TF,Q2191-BL.PR.TF,2
202,27813,4829,CONTRACTS / PROCUREMENT,PR,27813,4829,CONTRACTS / PROCUREMENT,PR,Q2191-BL.PR,2
203,27813,4829,CONTRACTS / PROCUREMENT,PR,27818,4829,PRC - Silica Line,SL,Q2191-BL.PR.SL,2
204,27814,4829,PROJECT KEY MILESTONES,ML,27814,4829,PROJECT KEY MILESTONES,ML,Q2191-BL.ML,2
205,27814,4829,PROJECT KEY MILESTONES,ML,27821,4829,MLS- Slurry Transfert - DWS to local Tanks,TF,Q2191-BL.ML.TF,2
206,27814,4829,PROJECT KEY MILESTONES,ML,27840,4829,MLS- Pipe Loop for Flash Water,WL,Q2191-BL.ML.WL,2
207,27814,4829,PROJECT KEY MILESTONES,ML,27839,4829,"MLS- Common (VDS, Fire Protection, Access Upgrade)",CM,Q2191-BL.ML.CM,2
208,27814,4829,PROJECT KEY MILESTONES,ML,27838,4829,"MLS- Additional Storage Tanks (TS, HS, BA)",TK,Q2191-BL.ML.TK,2
209,27815,4829,ENGINEERING,DD,27849,4829,ENG- Fire Protection,FP,Q2191-BL.DD.CM.FP,2
210,27815,4829,ENGINEERING,DD,27856,4829,ENG - Additional Storage Tanks - Daoui,DO,Q2191-BL.DD.TK.DO,2
211,27815,4829,ENGINEERING,DD,27815,4829,ENGINEERING,DD,Q2191-BL.DD,2
212,27815,4829,ENGINEERING,DD,27827,4829,"ENG- Common (VDS, Fire Protection, Access Upgrade)",CM,Q2191-BL.DD.CM,2
213,27815,4829,ENGINEERING,DD,27829,4829,ENG- Slurry Transfert - DWS to local Tanks,TF,Q2191-BL.DD.TF,2
214,27815,4829,ENGINEERING,DD,27831,4829,"ENG- Additional Storage Tanks (TS, HS, BA)",TK,Q2191-BL.DD.TK,2
215,27815,4829,ENGINEERING,DD,27833,4829,ENG- Pipe Loop for Flash Water,WL,Q2191-BL.DD.WL,2
216,27815,4829,ENGINEERING,DD,27835,4829,ENG - Silica Line,1,Q2191-BL.DD.1,2
217,27815,4829,ENGINEERING,DD,27861,4829,ENG - Additional Storage Tanks -Terminal Station,TS,Q2191-BL.DD.TK.TS,2
218,27815,4829,ENGINEERING,DD,27864,4829,ENG - Additional Storage Tanks - Head Station,HS,Q2191-BL.DD.TK.HS,2
219,27815,4829,ENGINEERING,DD,27873,4829,EG - Access Upgrade,UG,Q2191-BL.DD.CM.UG,2
220,27815,4829,ENGINEERING,DD,27872,4829,Engineering (JESA),00,Q2191-BL.DD.TF.00,2
221,27815,4829,ENGINEERING,DD,27869,4829,ENG - VDS,VD,Q2191-BL.DD.CM.VD,2
222,27815,4829,ENGINEERING,DD,27882,4829,ENG - Additional Storage Tanks - Beni Amir,BA,Q2191-BL.DD.TK.BA,2
223,27815,4829,ENGINEERING,DD,27890,4829,Engineering (STROC),01,Q2191-BL.DD.TF.01,2
224,27815,4829,ENGINEERING,DD,27921,4829,ENG - Slurry Tanks   (New Tks FDNs),TK,Q2191-BL.DD.TK.BA.TK,2
225,27815,4829,ENGINEERING,DD,27912,4829,ENG - Agitator Structure & FDN,AG,Q2191-BL.DD.TK.HS.AG,2
226,27815,4829,ENGINEERING,DD,27906,4829,ENG - Piping,PP,Q2191-BL.DD.TK.BA.PP,2
227,27815,4829,ENGINEERING,DD,27905,4829,ENG - Slurry Tanks,TK,Q2191-BL.DD.TK.TS.TK,2
228,27815,4829,ENGINEERING,DD,27904,4829,ENG - Piping,PP,Q2191-BL.DD.TK.HS.PP,2
229,27815,4829,ENGINEERING,DD,27901,4829,ENG - Piping,PP,Q2191-BL.DD.TK.TS.PP,2
230,27815,4829,ENGINEERING,DD,27900,4829,ENG - Agitator Structure & FDN,AG,Q2191-BL.DD.TK.TS.AG,2
231,27815,4829,ENGINEERING,DD,27898,4829,ENG - Slurry Tanks,TK,Q2191-BL.DD.TK.HS.TK,2
232,27815,4829,ENGINEERING,DD,27897,4829,ENG - Splitter box,1,Q2191-BL.DD.TK.DO.1,2
233,27815,4829,ENGINEERING,DD,27896,4829,ENG- Agitator Structure & FDN,AG,Q2191-BL.DD.TK.BA.AG,2
234,27816,4829,PROCUREMENT - POST AWARD,1,27899,4829,Daoui,3,Q2191-BL.1.TK.TK.3,2
235,27816,4829,PROCUREMENT - POST AWARD,1,27907,4829,Beni Amir,2,Q2191-BL.1.TK.TK.2,2
236,27816,4829,PROCUREMENT - POST AWARD,1,27909,4829,Terminal Station,4,Q2191-BL.1.TK.TK.4,2
237,27816,4829,PROCUREMENT - POST AWARD,1,27915,4829,Tanks - Head Station,1,Q2191-BL.1.TK.TK.1,2
238,27816,4829,PROCUREMENT - POST AWARD,1,27888,4829,PRC- Agitators,AG,Q2191-BL.1.TK.AG,2
239,27816,4829,PROCUREMENT - POST AWARD,1,27885,4829,PRC- Pumps,PM,Q2191-BL.1.TF.PM,2
240,27816,4829,PROCUREMENT - POST AWARD,1,27876,4829,PRC- Tanks,TK,Q2191-BL.1.TK.TK,2
241,27816,4829,PROCUREMENT - POST AWARD,1,27868,4829,PRC- VDS (Video Surveillance System),VD,Q2191-BL.1.CM.VD,2
242,27816,4829,PROCUREMENT - POST AWARD,1,27867,4829,PRC- E&I (Planning not approved),EI,Q2191-BL.1.TF.EI,2
243,27816,4829,PROCUREMENT - POST AWARD,1,27870,4829,PRC- Structure Access Upgrades,AC,Q2191-BL.1.CM.AC,2
244,27816,4829,PROCUREMENT - POST AWARD,1,27866,4829,CONS- Potential delay,1,Q2191-BL.1.TF.1,2
245,27816,4829,PROCUREMENT - POST AWARD,1,27865,4829,PRC- Slurry Valves,VL,Q2191-BL.1.TF.VL,2
246,27816,4829,PROCUREMENT - POST AWARD,1,27826,4829,PRC - Silica Line,SL,Q2191-BL.1.SL,2
247,27816,4829,PROCUREMENT - POST AWARD,1,27828,4829,"PRC - General (VDS, Fire Protection, Access Upgrade)",CM,Q2191-BL.1.CM,2
248,27816,4829,PROCUREMENT - POST AWARD,1,27816,4829,PROCUREMENT - POST AWARD,1,Q2191-BL.1,2
249,27816,4829,PROCUREMENT - POST AWARD,1,27822,4829,PRC- Slurry Transfert - DWS to local Tanks,TF,Q2191-BL.1.TF,2
250,27816,4829,PROCUREMENT - POST AWARD,1,27850,4829,PRC- Fire Protection,FP,Q2191-BL.1.CM.FP,2
251,27816,4829,PROCUREMENT - POST AWARD,1,27853,4829,PRC- Slurry Valves,VL,Q2191-BL.1.TK.VL,2
252,27816,4829,PROCUREMENT - POST AWARD,1,27841,4829,"PRC- Additional Storage Tanks (TS, HS, BA)",TK,Q2191-BL.1.TK,2
253,27816,4829,PROCUREMENT - POST AWARD,1,27845,4829,PRC- Pipe Loop for Flash Water,WL,Q2191-BL.1.WL,2
254,27817,4829,COM- Pipe Loop for Flash Water,WL,27817,4829,COM- Pipe Loop for Flash Water,WL,Q2191-BL.CS.WL,3
255,27818,4829,PRC - Silica Line,SL,27818,4829,PRC - Silica Line,SL,Q2191-BL.PR.SL,3
256,27819,4829,COM- Slurry Transfert - DWS to local Tanks,TF,27819,4829,COM- Slurry Transfert - DWS to local Tanks,TF,Q2191-BL.CS.TF,3
257,27820,4829,COM- Silica Line,1,27820,4829,COM- Silica Line,1,Q2191-BL.CS.1,3
258,27821,4829,MLS- Slurry Transfert - DWS to local Tanks,TF,27821,4829,MLS- Slurry Transfert - DWS to local Tanks,TF,Q2191-BL.ML.TF,3
259,27822,4829,PRC- Slurry Transfert - DWS to local Tanks,TF,27822,4829,PRC- Slurry Transfert - DWS to local Tanks,TF,Q2191-BL.1.TF,3
260,27822,4829,PRC- Slurry Transfert - DWS to local Tanks,TF,27865,4829,PRC- Slurry Valves,VL,Q2191-BL.1.TF.VL,3
261,27822,4829,PRC- Slurry Transfert - DWS to local Tanks,TF,27866,4829,CONS- Potential delay,1,Q2191-BL.1.TF.1,3
262,27822,4829,PRC- Slurry Transfert - DWS to local Tanks,TF,27867,4829,PRC- E&I (Planning not approved),EI,Q2191-BL.1.TF.EI,3
263,27822,4829,PRC- Slurry Transfert - DWS to local Tanks,TF,27885,4829,PRC- Pumps,PM,Q2191-BL.1.TF.PM,3
264,27823,4829,"CONS- General (VDS, Fire Protection, Access Upgrade)",CM,27883,4829,CONS - Fire Protection,FP,Q2191-BL.CN.CM.FP,3
265,27823,4829,"CONS- General (VDS, Fire Protection, Access Upgrade)",CM,27862,4829,CONS - VDS (Video Surveillance System),VD,Q2191-BL.CN.CM.VD,3
266,27823,4829,"CONS- General (VDS, Fire Protection, Access Upgrade)",CM,27823,4829,"CONS- General (VDS, Fire Protection, Access Upgrade)",CM,Q2191-BL.CN.CM,3
267,27823,4829,"CONS- General (VDS, Fire Protection, Access Upgrade)",CM,27892,4829,CONS - Structure Access,AC,Q2191-BL.CN.CM.AC,3
268,27823,4829,"CONS- General (VDS, Fire Protection, Access Upgrade)",CM,27925,4829,Potential Delay,1,Q2191-BL.CN.CM.FP.1,3
269,27824,4829,"COM- Additional Storage Tanks (TS, HS, BA)",TK,27824,4829,"COM- Additional Storage Tanks (TS, HS, BA)",TK,Q2191-BL.CS.TK,3
270,27824,4829,"COM- Additional Storage Tanks (TS, HS, BA)",TK,27848,4829,Head Station,HS,Q2191-BL.CS.TK.HS,3
271,27824,4829,"COM- Additional Storage Tanks (TS, HS, BA)",TK,27858,4829,Terminal Station,TS,Q2191-BL.CS.TK.TS,3
272,27824,4829,"COM- Additional Storage Tanks (TS, HS, BA)",TK,27859,4829,Daoui,DO,Q2191-BL.CS.TK.DO,3
273,27824,4829,"COM- Additional Storage Tanks (TS, HS, BA)",TK,27860,4829,Beni Amir,BA,Q2191-BL.CS.TK.BA,3
274,27825,4829,PRC- Slurry Transfert - DWS to local Tanks,TF,27852,4829,PRC- Slurry Valves,VL,Q2191-BL.PR.TF.VL,3
275,27825,4829,PRC- Slurry Transfert - DWS to local Tanks,TF,27847,4829,PRC- Pumps,PM,Q2191-BL.PR.TF.PM,3
276,27825,4829,PRC- Slurry Transfert - DWS to local Tanks,TF,27825,4829,PRC- Slurry Transfert - DWS to local Tanks,TF,Q2191-BL.PR.TF,3
277,27825,4829,PRC- Slurry Transfert - DWS to local Tanks,TF,27908,4829,Potential Issues for Delay,DL,Q2191-BL.PR.TF.VL.DL,3
278,27825,4829,PRC- Slurry Transfert - DWS to local Tanks,TF,27902,4829,Potential Issues for Delay,DL,Q2191-BL.PR.TF.PM.DL,3
279,27826,4829,PRC - Silica Line,SL,27826,4829,PRC - Silica Line,SL,Q2191-BL.1.SL,3
280,27827,4829,"ENG- Common (VDS, Fire Protection, Access Upgrade)",CM,27827,4829,"ENG- Common (VDS, Fire Protection, Access Upgrade)",CM,Q2191-BL.DD.CM,3
281,27827,4829,"ENG- Common (VDS, Fire Protection, Access Upgrade)",CM,27849,4829,ENG- Fire Protection,FP,Q2191-BL.DD.CM.FP,3
282,27827,4829,"ENG- Common (VDS, Fire Protection, Access Upgrade)",CM,27869,4829,ENG - VDS,VD,Q2191-BL.DD.CM.VD,3
283,27827,4829,"ENG- Common (VDS, Fire Protection, Access Upgrade)",CM,27873,4829,EG - Access Upgrade,UG,Q2191-BL.DD.CM.UG,3
284,27828,4829,"PRC - General (VDS, Fire Protection, Access Upgrade)",CM,27870,4829,PRC- Structure Access Upgrades,AC,Q2191-BL.1.CM.AC,3
285,27828,4829,"PRC - General (VDS, Fire Protection, Access Upgrade)",CM,27868,4829,PRC- VDS (Video Surveillance System),VD,Q2191-BL.1.CM.VD,3
286,27828,4829,"PRC - General (VDS, Fire Protection, Access Upgrade)",CM,27850,4829,PRC- Fire Protection,FP,Q2191-BL.1.CM.FP,3
287,27828,4829,"PRC - General (VDS, Fire Protection, Access Upgrade)",CM,27828,4829,"PRC - General (VDS, Fire Protection, Access Upgrade)",CM,Q2191-BL.1.CM,3
288,27829,4829,ENG- Slurry Transfert - DWS to local Tanks,TF,27829,4829,ENG- Slurry Transfert - DWS to local Tanks,TF,Q2191-BL.DD.TF,3
289,27829,4829,ENG- Slurry Transfert - DWS to local Tanks,TF,27872,4829,Engineering (JESA),00,Q2191-BL.DD.TF.00,3
290,27829,4829,ENG- Slurry Transfert - DWS to local Tanks,TF,27890,4829,Engineering (STROC),01,Q2191-BL.DD.TF.01,3
291,27830,4829,PRC- Pipe Loop for Flash Water,WL,27830,4829,PRC- Pipe Loop for Flash Water,WL,Q2191-BL.PR.WL,3
292,27830,4829,PRC- Pipe Loop for Flash Water,WL,27851,4829,Potential Issues for Delay TRANSFERT,DL,Q2191-BL.PR.WL.DL,3
293,27831,4829,"ENG- Additional Storage Tanks (TS, HS, BA)",TK,27856,4829,ENG - Additional Storage Tanks - Daoui,DO,Q2191-BL.DD.TK.DO,3
294,27831,4829,"ENG- Additional Storage Tanks (TS, HS, BA)",TK,27831,4829,"ENG- Additional Storage Tanks (TS, HS, BA)",TK,Q2191-BL.DD.TK,3
295,27831,4829,"ENG- Additional Storage Tanks (TS, HS, BA)",TK,27882,4829,ENG - Additional Storage Tanks - Beni Amir,BA,Q2191-BL.DD.TK.BA,3
296,27831,4829,"ENG- Additional Storage Tanks (TS, HS, BA)",TK,27861,4829,ENG - Additional Storage Tanks -Terminal Station,TS,Q2191-BL.DD.TK.TS,3
297,27831,4829,"ENG- Additional Storage Tanks (TS, HS, BA)",TK,27864,4829,ENG - Additional Storage Tanks - Head Station,HS,Q2191-BL.DD.TK.HS,3
298,27831,4829,"ENG- Additional Storage Tanks (TS, HS, BA)",TK,27904,4829,ENG - Piping,PP,Q2191-BL.DD.TK.HS.PP,3
299,27831,4829,"ENG- Additional Storage Tanks (TS, HS, BA)",TK,27905,4829,ENG - Slurry Tanks,TK,Q2191-BL.DD.TK.TS.TK,3
300,27831,4829,"ENG- Additional Storage Tanks (TS, HS, BA)",TK,27906,4829,ENG - Piping,PP,Q2191-BL.DD.TK.BA.PP,3
301,27831,4829,"ENG- Additional Storage Tanks (TS, HS, BA)",TK,27900,4829,ENG - Agitator Structure & FDN,AG,Q2191-BL.DD.TK.TS.AG,3
302,27831,4829,"ENG- Additional Storage Tanks (TS, HS, BA)",TK,27901,4829,ENG - Piping,PP,Q2191-BL.DD.TK.TS.PP,3
303,27831,4829,"ENG- Additional Storage Tanks (TS, HS, BA)",TK,27898,4829,ENG - Slurry Tanks,TK,Q2191-BL.DD.TK.HS.TK,3
304,27831,4829,"ENG- Additional Storage Tanks (TS, HS, BA)",TK,27896,4829,ENG- Agitator Structure & FDN,AG,Q2191-BL.DD.TK.BA.AG,3
305,27831,4829,"ENG- Additional Storage Tanks (TS, HS, BA)",TK,27897,4829,ENG - Splitter box,1,Q2191-BL.DD.TK.DO.1,3
306,27831,4829,"ENG- Additional Storage Tanks (TS, HS, BA)",TK,27912,4829,ENG - Agitator Structure & FDN,AG,Q2191-BL.DD.TK.HS.AG,3
307,27831,4829,"ENG- Additional Storage Tanks (TS, HS, BA)",TK,27921,4829,ENG - Slurry Tanks   (New Tks FDNs),TK,Q2191-BL.DD.TK.BA.TK,3
308,27832,4829,"PRC - General (VDS, Fire Protection, Access Upgrade)",CM,27857,4829,PRC- Structure Access Upgrades,AC,Q2191-BL.PR.CM.AC,3
309,27832,4829,"PRC - General (VDS, Fire Protection, Access Upgrade)",CM,27874,4829,PRC- Fire Protection,FP,Q2191-BL.PR.CM.FP,3
310,27832,4829,"PRC - General (VDS, Fire Protection, Access Upgrade)",CM,27875,4829,PRC- VDS (Video Surveillance System),VD,Q2191-BL.PR.CM.VD,3
311,27832,4829,"PRC - General (VDS, Fire Protection, Access Upgrade)",CM,27832,4829,"PRC - General (VDS, Fire Protection, Access Upgrade)",CM,Q2191-BL.PR.CM,3
312,27833,4829,ENG- Pipe Loop for Flash Water,WL,27833,4829,ENG- Pipe Loop for Flash Water,WL,Q2191-BL.DD.WL,3
313,27834,4829,"COM- General (VDS, Fire Protection, Acess Upgrade)",CM,27834,4829,"COM- General (VDS, Fire Protection, Acess Upgrade)",CM,Q2191-BL.CS.CM,3
314,27834,4829,"COM- General (VDS, Fire Protection, Acess Upgrade)",CM,27855,4829,COM- Fire Protection,FP,Q2191-BL.CS.CM.FP,3
315,27834,4829,"COM- General (VDS, Fire Protection, Acess Upgrade)",CM,27854,4829,COM- VDS,VD,Q2191-BL.CS.CM.VD,3
316,27834,4829,"COM- General (VDS, Fire Protection, Acess Upgrade)",CM,27878,4829,COM - Access Upgrade,AC,Q2191-BL.CS.CM.AC,3
317,27835,4829,ENG - Silica Line,1,27835,4829,ENG - Silica Line,1,Q2191-BL.DD.1,3
318,27836,4829,"CONS- Additional Storage Tanks (TS, HS, BA)",TK,27836,4829,"CONS- Additional Storage Tanks (TS, HS, BA)",TK,Q2191-BL.CN.TK,3
319,27836,4829,"CONS- Additional Storage Tanks (TS, HS, BA)",TK,27880,4829,CONS- Additional Tanks - Terminal Station,TK1,Q2191-BL.CN.TK.TK1,3
320,27836,4829,"CONS- Additional Storage Tanks (TS, HS, BA)",TK,27877,4829,CONS- Additional Tanks - Beni Amir,TK3,Q2191-BL.CN.TK.TK3,3
321,27836,4829,"CONS- Additional Storage Tanks (TS, HS, BA)",TK,27894,4829,CONS-Daoui Splitter Box,TK,Q2191-BL.CN.TK.TK,3
322,27836,4829,"CONS- Additional Storage Tanks (TS, HS, BA)",TK,27871,4829,CONS- Additional Tanks - Head Station,TK2,Q2191-BL.CN.TK.TK2,3
323,27836,4829,"CONS- Additional Storage Tanks (TS, HS, BA)",TK,27923,4829,TS - Agitators,AG,Q2191-BL.CN.TK.TK1.AG,3
324,27836,4829,"CONS- Additional Storage Tanks (TS, HS, BA)",TK,27918,4829,BA Tanks - Structural Parts,ST,Q2191-BL.CN.TK.TK3.ST,3
325,27836,4829,"CONS- Additional Storage Tanks (TS, HS, BA)",TK,27919,4829,BA E&I,EI,Q2191-BL.CN.TK.TK3.EI,3
326,27836,4829,"CONS- Additional Storage Tanks (TS, HS, BA)",TK,27920,4829,BA Agitators,AG,Q2191-BL.CN.TK.TK3.AG,3
327,27836,4829,"CONS- Additional Storage Tanks (TS, HS, BA)",TK,27916,4829,BA Tanks - Civil Works,CV,Q2191-BL.CN.TK.TK3.CV,3
328,27836,4829,"CONS- Additional Storage Tanks (TS, HS, BA)",TK,27917,4829,BA Tanks - Piping,PP,Q2191-BL.CN.TK.TK3.PP,3
329,27836,4829,"CONS- Additional Storage Tanks (TS, HS, BA)",TK,27911,4829,TS Tanks - Piping,PP,Q2191-BL.CN.TK.TK1.PP,3
330,27836,4829,"CONS- Additional Storage Tanks (TS, HS, BA)",TK,27913,4829,Daoui Splitter Box - Piping,PP,Q2191-BL.CN.TK.TK.PP,3
331,27836,4829,"CONS- Additional Storage Tanks (TS, HS, BA)",TK,27914,4829,Daoui Splitter Box - Structural parts,ST,Q2191-BL.CN.TK.TK.ST,3
332,27836,4829,"CONS- Additional Storage Tanks (TS, HS, BA)",TK,27903,4829,TS Tanks - Structural Parts,ST,Q2191-BL.CN.TK.TK1.ST,3
333,27836,4829,"CONS- Additional Storage Tanks (TS, HS, BA)",TK,27910,4829,TS - E&I,EI,Q2191-BL.CN.TK.TK1.EI,3
334,27836,4829,"CONS- Additional Storage Tanks (TS, HS, BA)",TK,27927,4829,HS - Agitators,AG,Q2191-BL.CN.TK.TK2.AG,3
335,27836,4829,"CONS- Additional Storage Tanks (TS, HS, BA)",TK,27928,4829,HS - E&I,EI,Q2191-BL.CN.TK.TK2.EI,3
336,27836,4829,"CONS- Additional Storage Tanks (TS, HS, BA)",TK,27929,4829,HS Tanks - Structural part,ST,Q2191-BL.CN.TK.TK2.ST,3
337,27836,4829,"CONS- Additional Storage Tanks (TS, HS, BA)",TK,27930,4829,HS Tanks - Piping,PP,Q2191-BL.CN.TK.TK2.PP,3
338,27837,4829,"PRC- Additional Storage Tanks (TS, HS, BA)",TK,27926,4829,Potential Issues for Delay EI,DL,Q2191-BL.PR.TK.EI.DL,3
339,27837,4829,"PRC- Additional Storage Tanks (TS, HS, BA)",TK,27924,4829,Potential Issues for Delay TANKS,DL,Q2191-BL.PR.TK.TK.DL,3
340,27837,4829,"PRC- Additional Storage Tanks (TS, HS, BA)",TK,27922,4829,Potential Issues for Delay,DL,Q2191-BL.PR.TK.AG.DL,3
341,27837,4829,"PRC- Additional Storage Tanks (TS, HS, BA)",TK,27863,4829,PRC- Tanks,TK,Q2191-BL.PR.TK.TK,3
342,27837,4829,"PRC- Additional Storage Tanks (TS, HS, BA)",TK,27891,4829,PRC- Agitators,AG,Q2191-BL.PR.TK.AG,3
343,27837,4829,"PRC- Additional Storage Tanks (TS, HS, BA)",TK,27879,4829,PRC- Slurry Valves,VL,Q2191-BL.PR.TK.VL,3
344,27837,4829,"PRC- Additional Storage Tanks (TS, HS, BA)",TK,27837,4829,"PRC- Additional Storage Tanks (TS, HS, BA)",TK,Q2191-BL.PR.TK,3
345,27837,4829,"PRC- Additional Storage Tanks (TS, HS, BA)",TK,27846,4829,PRC- Electrical & Instruments,EI,Q2191-BL.PR.TK.EI,3
346,27838,4829,"MLS- Additional Storage Tanks (TS, HS, BA)",TK,27838,4829,"MLS- Additional Storage Tanks (TS, HS, BA)",TK,Q2191-BL.ML.TK,3
347,27839,4829,"MLS- Common (VDS, Fire Protection, Access Upgrade)",CM,27839,4829,"MLS- Common (VDS, Fire Protection, Access Upgrade)",CM,Q2191-BL.ML.CM,3
348,27840,4829,MLS- Pipe Loop for Flash Water,WL,27840,4829,MLS- Pipe Loop for Flash Water,WL,Q2191-BL.ML.WL,3
349,27841,4829,"PRC- Additional Storage Tanks (TS, HS, BA)",TK,27841,4829,"PRC- Additional Storage Tanks (TS, HS, BA)",TK,Q2191-BL.1.TK,3
350,27841,4829,"PRC- Additional Storage Tanks (TS, HS, BA)",TK,27853,4829,PRC- Slurry Valves,VL,Q2191-BL.1.TK.VL,3
351,27841,4829,"PRC- Additional Storage Tanks (TS, HS, BA)",TK,27876,4829,PRC- Tanks,TK,Q2191-BL.1.TK.TK,3
352,27841,4829,"PRC- Additional Storage Tanks (TS, HS, BA)",TK,27888,4829,PRC- Agitators,AG,Q2191-BL.1.TK.AG,3
353,27841,4829,"PRC- Additional Storage Tanks (TS, HS, BA)",TK,27915,4829,Tanks - Head Station,1,Q2191-BL.1.TK.TK.1,3
354,27841,4829,"PRC- Additional Storage Tanks (TS, HS, BA)",TK,27909,4829,Terminal Station,4,Q2191-BL.1.TK.TK.4,3
355,27841,4829,"PRC- Additional Storage Tanks (TS, HS, BA)",TK,27907,4829,Beni Amir,2,Q2191-BL.1.TK.TK.2,3
356,27841,4829,"PRC- Additional Storage Tanks (TS, HS, BA)",TK,27899,4829,Daoui,3,Q2191-BL.1.TK.TK.3,3
357,27842,4829,CONS- Slurry Transfert - DWS to local Tanks,TF,27931,4829,CONS- Piping,PP,Q2191-BL.CN.TF.TS.PP,3
358,27842,4829,CONS- Slurry Transfert - DWS to local Tanks,TF,27932,4829,CONS- E&I,EI,Q2191-BL.CN.TF.TS.EI,3
359,27842,4829,CONS- Slurry Transfert - DWS to local Tanks,TF,27933,4829,CONS-  Civil,CV,Q2191-BL.CN.TF.TS.CV,3
360,27842,4829,CONS- Slurry Transfert - DWS to local Tanks,TF,27934,4829,CONS- Pumps,PM,Q2191-BL.CN.TF.TS.PM,3
361,27842,4829,CONS- Slurry Transfert - DWS to local Tanks,TF,27935,4829,CONS- Structural,ST,Q2191-BL.CN.TF.TS.ST,3
362,27842,4829,CONS- Slurry Transfert - DWS to local Tanks,TF,27889,4829,CONS - Slurry Transfert - Terminal Station,TS,Q2191-BL.CN.TF.TS,3
363,27842,4829,CONS- Slurry Transfert - DWS to local Tanks,TF,27842,4829,CONS- Slurry Transfert - DWS to local Tanks,TF,Q2191-BL.CN.TF,3
364,27843,4829,CONS- Pipe Loop for Flash Water,WL,27843,4829,CONS- Pipe Loop for Flash Water,WL,Q2191-BL.CN.WL,3
365,27843,4829,CONS- Pipe Loop for Flash Water,WL,27884,4829,"DWS Loop Erection, Cx & Start-Up",ER,Q2191-BL.CN.WL.ER,3
366,27844,4829,CONS- Silica Line,SL,27881,4829,Silica Line - Mechanical Parts,PM,Q2191-BL.CN.SL.PM,3
367,27844,4829,CONS- Silica Line,SL,27887,4829,Silica Line - Piping,PP,Q2191-BL.CN.SL.PP,3
368,27844,4829,CONS- Silica Line,SL,27886,4829,Silica Line - Structural Works,ST,Q2191-BL.CN.SL.ST,3
369,27844,4829,CONS- Silica Line,SL,27893,4829,Silica Line - E&I,EI,Q2191-BL.CN.SL.EI,3
370,27844,4829,CONS- Silica Line,SL,27895,4829,Silica Line - Civil lWorks,CV,Q2191-BL.CN.SL.CV,3
371,27844,4829,CONS- Silica Line,SL,27844,4829,CONS- Silica Line,SL,Q2191-BL.CN.SL,3
372,27845,4829,PRC- Pipe Loop for Flash Water,WL,27845,4829,PRC- Pipe Loop for Flash Water,WL,Q2191-BL.1.WL,3
373,27846,4829,PRC- Electrical & Instruments,EI,27846,4829,PRC- Electrical & Instruments,EI,Q2191-BL.PR.TK.EI,4
374,27846,4829,PRC- Electrical & Instruments,EI,27926,4829,Potential Issues for Delay EI,DL,Q2191-BL.PR.TK.EI.DL,4
375,27847,4829,PRC- Pumps,PM,27902,4829,Potential Issues for Delay,DL,Q2191-BL.PR.TF.PM.DL,4
376,27847,4829,PRC- Pumps,PM,27847,4829,PRC- Pumps,PM,Q2191-BL.PR.TF.PM,4
377,27848,4829,Head Station,HS,27848,4829,Head Station,HS,Q2191-BL.CS.TK.HS,4
378,27849,4829,ENG- Fire Protection,FP,27849,4829,ENG- Fire Protection,FP,Q2191-BL.DD.CM.FP,4
379,27850,4829,PRC- Fire Protection,FP,27850,4829,PRC- Fire Protection,FP,Q2191-BL.1.CM.FP,4
380,27851,4829,Potential Issues for Delay TRANSFERT,DL,27851,4829,Potential Issues for Delay TRANSFERT,DL,Q2191-BL.PR.WL.DL,4
381,27852,4829,PRC- Slurry Valves,VL,27852,4829,PRC- Slurry Valves,VL,Q2191-BL.PR.TF.VL,4
382,27852,4829,PRC- Slurry Valves,VL,27908,4829,Potential Issues for Delay,DL,Q2191-BL.PR.TF.VL.DL,4
383,27853,4829,PRC- Slurry Valves,VL,27853,4829,PRC- Slurry Valves,VL,Q2191-BL.1.TK.VL,4
384,27854,4829,COM- VDS,VD,27854,4829,COM- VDS,VD,Q2191-BL.CS.CM.VD,4
385,27855,4829,COM- Fire Protection,FP,27855,4829,COM- Fire Protection,FP,Q2191-BL.CS.CM.FP,4
386,27856,4829,ENG - Additional Storage Tanks - Daoui,DO,27856,4829,ENG - Additional Storage Tanks - Daoui,DO,Q2191-BL.DD.TK.DO,4
387,27856,4829,ENG - Additional Storage Tanks - Daoui,DO,27897,4829,ENG - Splitter box,1,Q2191-BL.DD.TK.DO.1,4
388,27857,4829,PRC- Structure Access Upgrades,AC,27857,4829,PRC- Structure Access Upgrades,AC,Q2191-BL.PR.CM.AC,4
389,27858,4829,Terminal Station,TS,27858,4829,Terminal Station,TS,Q2191-BL.CS.TK.TS,4
390,27859,4829,Daoui,DO,27859,4829,Daoui,DO,Q2191-BL.CS.TK.DO,4
391,27860,4829,Beni Amir,BA,27860,4829,Beni Amir,BA,Q2191-BL.CS.TK.BA,4
392,27861,4829,ENG - Additional Storage Tanks -Terminal Station,TS,27861,4829,ENG - Additional Storage Tanks -Terminal Station,TS,Q2191-BL.DD.TK.TS,4
393,27861,4829,ENG - Additional Storage Tanks -Terminal Station,TS,27901,4829,ENG - Piping,PP,Q2191-BL.DD.TK.TS.PP,4
