,Id,objectid,projectobjectid,wbsobjectid,wbsname,status,name,baselinestartdate,baselinefinishdate,startdate,finishdate,baselineduration,remainingduration,atcompletionduration,schedulepercentcomplete,primaryresourceobjectid,plannedlaborunits,actuallaborunits,floatpath,floatpathorder,totalfloat,unitspercentcomplete,type,actualstartdate,actualfinishdate,earlystartdate,earlyfinishdate,latestartdate,latefinishdate,calendarname,freefloat
117,XF-P-50,113533,4829,27830,PRC- Pipe Loop for Flash Water,Completed,Loop - Issue LOI,2017-05-25 00:00:00,2017-07-07 00:00:00,2017-05-25 00:00:00,2017-07-07 00:00:00,232.0000000000,.000000,232.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2017-05-25 00:00:00,2017-07-07 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-05-25 11:38:00,2021-05-25 11:38:00,COVID-19 3 and 4,
118,XF-P-00,113534,4829,27830,PRC- Pipe Loop for Flash Water,Completed,Loop - Procurement Prepare ITB,2016-12-12 00:00:00,2016-12-23 00:00:00,2016-12-12 00:00:00,2016-12-23 00:00:00,56.0000000000,.000000,56.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2016-12-12 00:00:00,2016-12-23 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2020-06-29 08:12:00,2020-06-29 08:12:00,COVID-19 3 and 4,
119,XF-P-70,113535,4829,27830,PRC- Pipe Loop for Flash Water,Completed,Loop - Final Dwgs from AUSENCO,2017-04-04 00:00:00,2017-04-07 00:00:00,2017-04-04 00:00:00,2017-04-07 00:00:00,24.0000000000,.000000,24.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2017-04-04 00:00:00,2017-04-07 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-05-25 11:38:00,2021-05-25 11:38:00,COVID-19 3 and 4,
120,XF-P-10,113536,4829,27830,PRC- Pipe Loop for Flash Water,Completed,Loop - Receive Technical Bids,2016-12-26 00:00:00,2017-01-23 00:00:00,2016-12-26 00:00:00,2017-01-23 00:00:00,152.0000000000,.000000,152.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2016-12-26 00:00:00,2017-01-23 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-05-25 11:38:00,2021-05-25 11:38:00,COVID-19 3 and 4,
121,XF-P-05,113537,4829,27830,PRC- Pipe Loop for Flash Water,Completed,Loop - ITB Launched to Bidder,2016-12-23 00:00:00,2016-12-23 00:00:00,2016-12-23 00:00:00,2016-12-23 00:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Finish Milestone,2016-12-23 00:00:00,2016-12-23 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2020-06-29 08:12:00,2020-06-29 08:12:00,COVID-19 3 and 4,
122,XF-P-15,113538,4829,27830,PRC- Pipe Loop for Flash Water,Completed,Loop - All Technical Bids Received,2017-01-23 00:00:00,2017-01-23 00:00:00,2017-01-23 00:00:00,2017-01-23 00:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Finish Milestone,2017-01-23 00:00:00,2017-01-23 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-05-25 11:38:00,2021-05-25 11:38:00,COVID-19 3 and 4,
123,XF-P-20,113539,4829,27830,PRC- Pipe Loop for Flash Water,Completed,Loop - TBA,2017-01-23 00:00:00,2017-04-04 00:00:00,2017-01-23 00:00:00,2017-04-04 00:00:00,408.0000000000,.000000,408.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2017-01-23 00:00:00,2017-04-04 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-05-25 11:38:00,2021-05-25 11:38:00,COVID-19 3 and 4,
124,XF-P-25,113540,4829,27830,PRC- Pipe Loop for Flash Water,Completed,Loop - Final TBA,2017-04-04 00:00:00,2017-04-04 00:00:00,2017-04-04 00:00:00,2017-04-04 00:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Finish Milestone,2017-04-04 00:00:00,2017-04-04 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-05-25 11:38:00,2021-05-25 11:38:00,COVID-19 3 and 4,
125,XF-P-30,113541,4829,27830,PRC- Pipe Loop for Flash Water,Completed,Loop - Receive Commercial Bids,2017-04-07 00:00:00,2017-05-19 00:00:00,2017-04-07 00:00:00,2017-05-19 00:00:00,232.0000000000,.000000,232.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2017-04-07 00:00:00,2017-05-19 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-05-25 11:38:00,2021-05-25 11:38:00,COVID-19 3 and 4,
126,XF-P-35,113542,4829,27830,PRC- Pipe Loop for Flash Water,Completed,Loop - All Commercial Bids Received,2017-05-19 00:00:00,2017-05-19 00:00:00,2017-05-19 00:00:00,2017-05-19 00:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Finish Milestone,2017-05-19 00:00:00,2017-05-19 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-05-25 11:38:00,2021-05-25 11:38:00,COVID-19 3 and 4,
127,XF-P-40,113543,4829,27830,PRC- Pipe Loop for Flash Water,Completed,Loop - CAD Preparation,2017-05-19 00:00:00,2017-05-25 00:00:00,2017-05-19 00:00:00,2017-05-25 00:00:00,32.0000000000,.000000,32.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2017-05-19 00:00:00,2017-05-25 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-05-25 11:38:00,2021-05-25 11:38:00,COVID-19 3 and 4,
128,XF-P-45,113544,4829,27830,PRC- Pipe Loop for Flash Water,Completed,Loop - CAD Complete,2017-05-25 00:00:00,2017-05-25 00:00:00,2017-05-25 00:00:00,2017-05-25 00:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Finish Milestone,2017-05-25 00:00:00,2017-05-25 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-05-25 11:38:00,2021-05-25 11:38:00,COVID-19 3 and 4,
129,XF-P-60,113545,4829,27830,PRC- Pipe Loop for Flash Water,Completed,Loop - Award PO,2017-07-07 00:00:00,2017-11-23 00:00:00,2017-07-07 00:00:00,2017-11-23 00:00:00,760.0000000000,.000000,760.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2017-07-07 00:00:00,2017-11-23 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-05-25 11:38:00,2021-05-25 11:38:00,COVID-19 3 and 4,
130,XF-P-65,113546,4829,27830,PRC- Pipe Loop for Flash Water,Completed,Loop - PO Awarded and Signed by OCP   (22-Mar-2017 - IAP),2017-11-24 16:00:00,2017-11-24 16:00:00,2017-11-24 16:00:00,2017-11-24 16:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Finish Milestone,2017-11-24 16:00:00,2017-11-24 16:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-05-25 11:38:00,2021-05-25 11:38:00,COVID-19 3 and 4,
131,XF-P-55,113547,4829,27830,PRC- Pipe Loop for Flash Water,Completed,Loop - LOI Issued   (14-Mar-2017 - IAP),2017-07-07 00:00:00,2017-07-07 00:00:00,2017-07-07 00:00:00,2017-07-07 00:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Finish Milestone,2017-07-07 00:00:00,2017-07-07 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-05-25 11:38:00,2021-05-25 11:38:00,COVID-19 3 and 4,
132,XF-P-90,113548,4829,27851,Potential Issues for Delay TRANSFERT,Completed,Loop - TBA took longer due to late AUSENCO IFD Dwgs,2017-02-28 00:00:00,2017-04-04 00:00:00,2017-02-28 00:00:00,2017-04-04 00:00:00,200.0000000000,.000000,200.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2017-02-28 00:00:00,2017-04-04 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-05-25 11:38:00,2021-05-25 11:38:00,COVID-19 3 and 4,
133,XF-P-91,113549,4829,27851,Potential Issues for Delay TRANSFERT,Completed,Loop - Commercial Bids impacted by IFD Dwgs,2017-04-04 00:00:00,2017-05-19 00:00:00,2017-04-04 00:00:00,2017-05-19 00:00:00,256.0000000000,.000000,256.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2017-04-04 00:00:00,2017-05-19 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-05-25 11:38:00,2021-05-25 11:38:00,COVID-19 3 and 4,
134,XF-P-92,113550,4829,27851,Potential Issues for Delay TRANSFERT,Completed,Loop - LOI pushed out due to AUSENCO Dwgs,2017-05-19 00:00:00,2017-07-07 00:00:00,2017-05-19 00:00:00,2017-07-07 00:00:00,264.0000000000,.000000,264.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2017-05-19 00:00:00,2017-07-07 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-05-25 11:38:00,2021-05-25 11:38:00,COVID-19 3 and 4,
135,XF-P-LOE,113551,4829,27851,Potential Issues for Delay TRANSFERT,Completed,Loop - Total Potential Delay,2017-02-28 00:00:00,2017-07-07 00:00:00,2017-02-28 00:00:00,2017-07-07 00:00:00,720.0000000000,.000000,720.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Level Of Effort,2017-02-28 00:00:00,2017-07-07 00:00:00,,,,,COVID-19 3 and 4,
136,XF-P-102,113552,4829,27851,Potential Issues for Delay TRANSFERT,Completed,"Loop - Contract Signature (Tech. Acceptance Partial , Payment Desagreement)",2017-07-15 00:00:00,2017-11-24 00:00:00,2017-07-15 00:00:00,2017-11-24 00:00:00,720.0000000000,.000000,720.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2017-07-15 00:00:00,2017-11-24 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-05-25 11:38:00,2021-05-25 11:38:00,COVID-19 3 and 4,
137,FP-P-110,113553,4829,27874,PRC- Fire Protection,Completed,Fire Protection - PO Awarded & Signed,2017-12-04 00:00:00,2017-12-04 00:00:00,2017-12-04 00:00:00,2017-12-04 00:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Finish Milestone,2017-12-04 00:00:00,2017-12-04 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-12-22 08:00:00,2021-12-22 08:00:00,COVID-19 3 and 4,
138,FP-P-120,113554,4829,27874,PRC- Fire Protection,Completed,Fire Protection - TBA Technical Bid Analysis complete,2017-07-27 00:00:00,2017-07-27 00:00:00,2017-07-27 00:00:00,2017-07-27 00:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Finish Milestone,2017-07-27 00:00:00,2017-07-27 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-12-22 08:00:00,2021-12-22 08:00:00,COVID-19 3 and 4,
139,FP-P-130,113555,4829,27874,PRC- Fire Protection,Completed,Fire Protection - CAD,2017-09-01 00:00:00,2017-10-03 00:00:00,2017-09-01 00:00:00,2017-10-03 00:00:00,168.0000000000,.000000,168.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2017-09-01 00:00:00,2017-10-03 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-12-22 08:00:00,2021-12-22 08:00:00,COVID-19 3 and 4,
140,VD-P-130,113556,4829,27875,PRC- VDS (Video Surveillance System),Completed,VDS - PO COF Commercial,2018-01-15 00:00:00,2018-01-30 16:00:00,2018-01-15 00:00:00,2018-01-30 16:00:00,96.0000000000,.000000,96.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2018-01-15 00:00:00,2018-01-30 16:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2022-02-14 08:00:00,2022-02-14 08:00:00,COVID-19 3 and 4,
141,VD-P-140,113557,4829,27875,PRC- VDS (Video Surveillance System),Completed,VDS - PO CAD,2018-01-24 08:00:00,2018-01-30 00:00:00,2018-01-24 08:00:00,2018-01-30 00:00:00,32.0000000000,.000000,32.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2018-01-24 08:00:00,2018-01-30 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2022-02-14 08:00:00,2022-02-14 08:00:00,COVID-19 3 and 4,
142,VD-P-150,113558,4829,27875,PRC- VDS (Video Surveillance System),Completed,VDS - Award PO,2018-01-31 08:00:00,2018-03-30 00:00:00,2018-01-31 08:00:00,2018-03-30 00:00:00,336.0000000000,.000000,336.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2018-01-31 08:00:00,2018-03-30 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2022-02-14 08:00:00,2022-02-14 08:00:00,COVID-19 3 and 4,
143,VD-P-110,113559,4829,27875,PRC- VDS (Video Surveillance System),Completed,VDS - PO Awarded & Signed,2018-03-30 00:00:00,2018-03-30 00:00:00,2018-03-30 00:00:00,2018-03-30 00:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Finish Milestone,2018-03-30 00:00:00,2018-03-30 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2022-02-14 08:00:00,2022-02-14 08:00:00,COVID-19 3 and 4,
144,VD-P-120,113560,4829,27875,PRC- VDS (Video Surveillance System),Completed,VDS - PO Technical Alignment,2017-09-21 00:00:00,2017-12-28 00:00:00,2017-09-21 00:00:00,2017-12-28 00:00:00,544.0000000000,.000000,544.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2017-09-21 00:00:00,2017-12-28 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2022-02-14 08:00:00,2022-02-14 08:00:00,COVID-19 3 and 4,
145,AC-P-110,113561,4829,27857,PRC- Structure Access Upgrades,Completed,Structural - PO Awarded & Signed,2017-10-27 00:00:00,2017-10-27 00:00:00,2017-10-27 00:00:00,2017-10-27 00:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Finish Milestone,2017-10-27 00:00:00,2017-10-27 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-11-12 13:00:00,2021-11-12 13:00:00,COVID-19 3 and 4,
146,AC-P-100,113562,4829,27857,PRC- Structure Access Upgrades,Completed,Structural - Procurement Cycle until PO Award,2017-03-07 00:00:00,2017-10-27 00:00:00,2017-03-07 00:00:00,2017-10-27 00:00:00,1296.0000000000,.000000,1296.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2017-03-07 00:00:00,2017-10-27 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-11-12 13:00:00,2021-11-12 13:00:00,COVID-19 3 and 4,
147,AC-P-120,113563,4829,27857,PRC- Structure Access Upgrades,Completed,CAD Complete,2017-09-07 00:00:00,2017-09-07 00:00:00,2017-09-07 00:00:00,2017-09-07 00:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Finish Milestone,2017-09-07 00:00:00,2017-09-07 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-11-12 13:00:00,2021-11-12 13:00:00,COVID-19 3 and 4,
148,ST-P-110,113564,4829,27818,PRC - Silica Line,Completed,Slurry Tks - PO Awarded and Signed by OCP _ Silica Line,2018-08-08 16:00:00,2018-08-08 16:00:00,2018-08-08 16:00:00,2018-08-08 16:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Finish Milestone,2018-08-08 16:00:00,2018-08-08 16:00:00,2024-01-02 16:00:00,2024-01-02 16:00:00,2021-02-04 08:00:00,2021-02-04 08:00:00,COVID-19 3 and 4,
149,SV-P-330,113565,4829,27879,PRC- Slurry Valves,Completed,Slurry Valves for Tanks - PO Awarded and Signed by OCP,2018-07-04 00:00:00,2018-07-04 00:00:00,2018-07-04 00:00:00,2018-07-04 00:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Finish Milestone,2018-07-04 00:00:00,2018-07-04 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-11-04 16:00:00,2021-11-04 16:00:00,COVID-19 3 and 4,
150,AG-P-095,113566,4829,27891,PRC- Agitators,Completed,Agitators - KOM   (2 weeks after LOI),2019-07-31 08:00:00,2019-07-31 08:00:00,2019-07-31 08:00:00,2019-07-31 08:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Finish Milestone,2019-07-31 08:00:00,2019-07-31 08:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-08-26 13:00:00,2021-08-26 13:00:00,COVID-19 3 and 4,
151,AG-P-020,113567,4829,27891,PRC- Agitators,Completed,Agitators - TBA,2017-02-01 00:00:00,2017-03-31 00:00:00,2017-02-01 00:00:00,2017-03-31 00:00:00,336.0000000000,.000000,336.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2017-02-01 00:00:00,2017-03-31 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-08-26 13:00:00,2021-08-26 13:00:00,COVID-19 3 and 4,
152,AG-P-025,113568,4829,27891,PRC- Agitators,Completed,Agitators - Final TBA,2017-03-31 00:00:00,2017-03-31 00:00:00,2017-03-31 00:00:00,2017-03-31 00:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Finish Milestone,2017-03-31 00:00:00,2017-03-31 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-08-26 13:00:00,2021-08-26 13:00:00,COVID-19 3 and 4,
153,AG-P-030,113569,4829,27891,PRC- Agitators,Completed,Agitators - Receive Commercial Bids,2017-06-05 00:00:00,2017-06-14 00:00:00,2017-06-05 00:00:00,2017-06-14 00:00:00,56.0000000000,.000000,56.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2017-06-05 00:00:00,2017-06-14 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-08-26 13:00:00,2021-08-26 13:00:00,COVID-19 3 and 4,
154,AG-P-035,113570,4829,27891,PRC- Agitators,Completed,Agitators - All Commercial Bids Received,2017-06-14 00:00:00,2017-06-14 00:00:00,2017-06-14 00:00:00,2017-06-14 00:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Finish Milestone,2017-06-14 00:00:00,2017-06-14 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-08-26 13:00:00,2021-08-26 13:00:00,COVID-19 3 and 4,
155,AG-P-045,113571,4829,27891,PRC- Agitators,Completed,Agitators - CAD Complete,2017-07-05 00:00:00,2017-07-05 00:00:00,2017-07-05 00:00:00,2017-07-05 00:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Finish Milestone,2017-07-05 00:00:00,2017-07-05 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-08-26 13:00:00,2021-08-26 13:00:00,COVID-19 3 and 4,
156,AG-P-060,113572,4829,27891,PRC- Agitators,Completed,Agitators - Award PO,2018-03-09 00:00:00,2018-08-09 00:00:00,2018-03-09 00:00:00,2018-08-09 00:00:00,840.0000000000,.000000,840.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2018-03-09 00:00:00,2018-08-09 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-08-26 13:00:00,2021-08-26 13:00:00,COVID-19 3 and 4,
157,AG-P-065,113573,4829,27891,PRC- Agitators,Completed,Agitators - PO Awarded and Signed by OCP,2018-08-09 00:00:00,2018-08-09 00:00:00,2018-08-09 00:00:00,2018-08-09 00:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Finish Milestone,2018-08-09 00:00:00,2018-08-09 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-08-26 13:00:00,2021-08-26 13:00:00,COVID-19 3 and 4,
158,AG-P-055,113574,4829,27891,PRC- Agitators,Completed,Agitators - LOI Issued,2018-03-09 00:00:00,2018-03-09 00:00:00,2018-03-09 00:00:00,2018-03-09 00:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Finish Milestone,2018-03-09 00:00:00,2018-03-09 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-08-26 13:00:00,2021-08-26 13:00:00,COVID-19 3 and 4,
159,AG-P-050,113575,4829,27891,PRC- Agitators,Completed,Agitators - Issue LOI,2017-07-05 00:00:00,2018-03-09 00:00:00,2017-07-05 00:00:00,2018-03-09 00:00:00,1360.0000000000,.000000,1360.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2017-07-05 00:00:00,2018-03-09 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-08-26 13:00:00,2021-08-26 13:00:00,COVID-19 3 and 4,
160,AG-P-090,113576,4829,27922,Potential Issues for Delay,Completed,Agitators - Waiting for supplier signature of contract ***,2018-01-31 08:00:00,2018-06-29 00:00:00,2018-01-31 08:00:00,2018-06-29 00:00:00,832.0000000000,.000000,832.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2018-01-31 08:00:00,2018-06-29 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-08-26 13:00:00,2021-08-26 13:00:00,COVID-19 3 and 4,
161,AG-P-085,113577,4829,27922,Potential Issues for Delay,Completed,Agitators - Client Test for Concentration & PSD,2017-04-06 00:00:00,2017-06-14 00:00:00,2017-04-06 00:00:00,2017-06-14 00:00:00,384.0000000000,.000000,384.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2017-04-06 00:00:00,2017-06-14 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-08-26 13:00:00,2021-08-26 13:00:00,COVID-19 3 and 4,
162,AG-P-040,113578,4829,27922,Potential Issues for Delay,Completed,Agitators - CAD Preparation (due to large budget),2017-06-14 00:00:00,2017-07-05 00:00:00,2017-06-14 00:00:00,2017-07-05 00:00:00,104.0000000000,.000000,104.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2017-06-14 00:00:00,2017-07-05 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-08-26 13:00:00,2021-08-26 13:00:00,COVID-19 3 and 4,
163,ST-P-60,113579,4829,27863,PRC- Tanks,Completed,Slurry Tks - Award PO (Consortium to be fixed),2017-12-25 00:00:00,2018-08-08 16:00:00,2017-12-25 00:00:00,2018-08-08 16:00:00,1256.0000000000,.000000,1256.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2017-12-25 00:00:00,2018-08-08 16:00:00,2024-01-02 16:00:00,2024-01-02 16:00:00,2020-06-29 08:12:00,2020-06-29 08:12:00,COVID-19 3 and 4,
164,ST-P-65,113580,4829,27863,PRC- Tanks,Completed,Slurry Tks - PO Awarded and Signed by OCP _ Head Station,2018-08-08 16:00:00,2018-08-08 16:00:00,2018-08-08 16:00:00,2018-08-08 16:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Finish Milestone,2018-08-08 16:00:00,2018-08-08 16:00:00,2024-01-02 16:00:00,2024-01-02 16:00:00,2020-09-03 14:00:00,2020-09-03 14:00:00,COVID-19 3 and 4,
165,ST-P-55,113581,4829,27863,PRC- Tanks,Completed,Slurry Tks - LOI Issued,2017-12-22 00:00:00,2017-12-22 00:00:00,2017-12-22 00:00:00,2017-12-22 00:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Finish Milestone,2017-12-22 00:00:00,2017-12-22 00:00:00,2024-01-02 16:00:00,2024-01-02 16:00:00,2020-06-29 08:12:00,2020-06-29 08:12:00,COVID-19 3 and 4,
166,ST-P-50,113582,4829,27863,PRC- Tanks,Completed,Slurry Tks - Issue LOI,2017-12-14 00:00:00,2017-12-22 00:00:00,2017-12-14 00:00:00,2017-12-22 00:00:00,48.0000000000,.000000,48.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2017-12-14 00:00:00,2017-12-22 00:00:00,2024-01-02 16:00:00,2024-01-02 16:00:00,2020-06-29 08:12:00,2020-06-29 08:12:00,COVID-19 3 and 4,
167,ST-P-75,113583,4829,27863,PRC- Tanks,Completed,Slurry Tks - PO Awarded and Signed by OCP _ TS,2018-08-08 16:00:00,2018-08-08 16:00:00,2018-08-08 16:00:00,2018-08-08 16:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Finish Milestone,2018-08-08 16:00:00,2018-08-08 16:00:00,2024-01-02 16:00:00,2024-01-02 16:00:00,2020-09-03 14:00:00,2020-09-03 14:00:00,COVID-19 3 and 4,
168,ST-P-85,113584,4829,27863,PRC- Tanks,Completed,Slurry Tks - PO Awarded and Signed by OCP _ DW,2018-05-16 00:00:00,2018-05-16 00:00:00,2018-05-16 00:00:00,2018-05-16 00:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Finish Milestone,2018-05-16 00:00:00,2018-05-16 00:00:00,2024-01-02 16:00:00,2024-01-02 16:00:00,2021-12-24 14:00:00,2021-12-24 14:00:00,COVID-19 3 and 4,
169,ST-P-120,113585,4829,27863,PRC- Tanks,Completed,Slurry Tks - PO Awarded and Signed by OCP _ Beni Amir,2018-08-08 16:00:00,2018-08-08 16:00:00,2018-08-08 16:00:00,2018-08-08 16:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Finish Milestone,2018-08-08 16:00:00,2018-08-08 16:00:00,2024-01-02 16:00:00,2024-01-02 16:00:00,2020-06-29 08:12:00,2020-06-29 08:12:00,COVID-19 3 and 4,
170,ST-P-00,113586,4829,27863,PRC- Tanks,Completed,Slurry Tks - Procurement Prepare ITB,2017-01-16 00:00:00,2017-01-30 00:00:00,2017-01-16 00:00:00,2017-01-30 00:00:00,80.0000000000,.000000,80.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2017-01-16 00:00:00,2017-01-30 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2020-06-29 08:12:00,2020-06-29 08:12:00,COVID-19 3 and 4,
171,ST-P-10,113587,4829,27863,PRC- Tanks,Completed,Slurry Tks - Receive Technical Bids,2022-08-01 08:00:00,2022-08-01 08:00:00,2022-08-01 08:00:00,2022-08-01 08:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Finish Milestone,2022-08-01 08:00:00,2022-08-01 08:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2020-06-29 08:12:00,2020-06-29 08:12:00,COVID-19 3 and 4,
172,ST-P-05,113588,4829,27863,PRC- Tanks,Completed,Slurry Tks - ITB Launched to Bidder,2017-01-30 00:00:00,2017-01-30 00:00:00,2017-01-30 00:00:00,2017-01-30 00:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Finish Milestone,2017-01-30 00:00:00,2017-01-30 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2020-06-29 08:12:00,2020-06-29 08:12:00,COVID-19 3 and 4,
