,HierarchyPathID,CostObjectID,CostObjectName,OriginalGrossMargin,ActualGrossMargin,EACCostMargin,ClientPostedHours,ClientPostedCost,CostObjectHierarchyLevel,ProjectStartDate,ProjectEndDate,TimePeriod
521,Q37080.11,11,"EIE &amp; SUIVI PROJETS RÉHABILITATION JPH, JPH2 ET REM4",1207578,1255313,1285214,7366,3400244,1,2020-01-01,2020-12-31,2024-02
522,Q75050.11,11,EIE-M'zinda Phosphate Hub,843468,644831,843468,5824,2513160,1,2019-09-01,2020-12-31,2024-02
523,Q80040.11,11,Caracterisation de l'etat initial du site SAFI,201750,112522,201750,1245,1214716,1,2020-01-01,2020-12-31,2024-02
524,Q93130.11,11,MARSA MAROC ENV DUE DILIGENCE,0,0,0,496,338386,1,2020-01-01,2020-12-31,2024-02
525,Q12480.11,11,Home Office Suffix 11,16547634,12378435,12385272,73896,49257556,1,2018-10-01,2019-09-30,2024-02
526,Q30050.11,11,Monitoring & Certification 140001 DI,2028480,1323917,2028480,13896,5693006,1,2020-01-01,2021-04-30,2024-02
527,Q21910.11,11,Slurry Pipeline Flexibility,15819152,11839266,18661697,83157,47603345,1,2017-09-30,2025-04-30,2024-02
528,Q12620.11,11,Home Office Suffix 11,734808,0,0,3674,2919600,1,2020-01-01,2021-04-30,2024-02
529,Q98020.11,11,Home Office Suffix 11,0,0,-641244,11058,4670366,1,2020-08-01,2022-08-31,2024-02
530,Q36150.11,11,Home Office Suffix 11,3074420,6754631,6754631,15781,8590139,1,2019-06-01,2021-02-28,2024-02
531,Q35520.11,11,Home Office Suffix 11,9887238,10002155,10162666,50241,29835933,1,2015-01-01,2024-02-29,2024-02
532,Q12710.11,11,Home Office Suffix 11,14579,0,0,52,42400,1,2020-11-09,2020-12-31,2024-02
533,Q70910.11,11,Microcentrale hydroélectrique – AL Massira,0,0,0,314,407421,1,2021-10-01,2022-01-04,2024-02
534,Q37120.11,11,New Power Plant Needed for New SAP,1419345,3456774,3625604,6203,4780304,1,2019-04-01,2019-06-28,2024-02
535,Q10350.11,11,OCP HSE Task Force OPS Jorf,1297349,2359496,-1511157,9872,4640059,1,2021-10-01,2023-09-15,2024-02
536,Q11980.11,11,IMACID Plant Maintenance Excellence Support,1162585,922951,868463,6548,3182316,1,2021-11-01,2022-02-04,2024-02
537,Q40390.11,11,Sustainability strategy,0,0,-1801,2702,13937413,1,2021-10-25,2021-12-31,2024-02
538,Q40370.11,11,Outil Pricing de la roche 2,0,1327458,0,0,0,1,2021-10-01,2022-06-24,2024-02
539,Q54840.11,11,Dtachement JESA Ressource  UM6P,529070,708965,522825,2332,1384843,1,2021-08-01,2022-07-30,2024-02
540,Q92210.11,11,Home Office Suffix 11,0,0,0,1272,4704378,1,2022-06-01,2024-04-01,2024-02
541,Q25000.11,11,TECHNICAL AND ECONOMIC FEASIBILITY STUDY FOR THE TRANSFORMATION OF  “GUENTOUR & KHOURIBGUA & DOWNSTREAM”,0,0,0,3147,5181687,1,2021-10-01,2022-01-31,2024-02
542,Q65950.11,11,Home Office Suffix 11,274552,96577,246409,2269,701438,1,2021-09-13,2022-03-13,2024-02
543,Q54790.11,11,UM6P RABAT PMC PHASE 2 PMC,0,0,53341815,249191,89984771,1,2021-04-01,2021-09-30,2024-02
544,Q24000.11,11,TECHNICAL AND ECONOMIC FEASIBILITY STUDY FOR THE TRANSFORMATION   OF “GUENTOUR & KHOURIBGUA” MINES TO GREEN MINING,939500,979176,944906,3758,6989727,1,2021-07-01,2021-12-01,2024-02
545,Q32230.11,11,Power Plant Connection and integration at Jorf lasfar,0,0,0,16227,7716008,1,2021-10-01,2024-09-27,2024-02
546,Q10410.11,11,OCP HSE Task Force OPS Khouribga,1171081,918188,2140440,5296,3247373,1,2021-10-01,2024-07-01,2024-02
547,Q10420.11,11,OCP HSE Task Force OPS Gantour,970487,719052,-933303,5296,2862449,1,2021-10-01,2024-04-30,2024-02
548,Q10430.11,11,OCP HSE Task Force OPS Safi,445213,2102752,1427424,4152,2071941,1,2021-10-01,2024-05-01,2024-02
549,Q30190.11,11,DRYING OF FERTILIZERS USING COGENERATION STEAM SOLUTIONS FOR A FERTILIZER PRODUCTION UNIT  WITH A CAPACITY OF 1 MT / YEA,0,0,0,1398,1129408,1,2021-10-01,2021-12-31,2024-02
550,Q54820.11,11,Hotel Palais Jamai PMC,0,-180,-4447,26283,11768662,1,2021-05-24,2025-03-31,2024-02
551,Q22640.11,11,Home Office Suffix 11,0,0,-14068091,32891,15825302,1,2021-07-01,2024-06-28,2024-02
552,Q54810.11,11,Villas VIP Benguerir PMC,0,0,463632,24780,8301365,1,2021-11-01,2022-07-31,2024-02
553,Q22630.11,11,Home Office Suffix 11,0,-26739,-5007271,30679,14898033,1,2021-07-01,2024-06-28,2024-02
554,Q32410.11,11,INFRASTRUCTURE STUDY FOR NEW PROJECTS IN JORF LASFAR,0,0,0,5019,2270903,1,2021-10-01,2021-12-01,2024-02
555,Q54850.11,11,Lion 1 PMC,0,0,-7970632,33348,14676417,1,2021-11-01,2022-11-30,2024-02
556,Q57210.11,11,Home Office Suffix 11,0,0,-2011964,3711,1880960,1,2021-03-05,2021-06-25,2024-02
557,Q98050.11,11,Home Office Suffix 11,0,0,0,3102,1489230,1,2021-03-05,2021-06-25,2024-02
558,Q98060.11,11,Home Office Suffix 11,1926437,0,1926437,6428,3987744,1,2021-03-01,2022-02-27,2024-02
559,Q98070.11,11,Home Office Suffix 11,0,0,0,236,819509,1,2021-03-01,2022-02-27,2024-02
560,Q98080.11,11,Home Office Suffix 11,0,0,0,2223,713515,1,2021-10-01,2021-12-31,2024-02
561,Q54860.11,11,Home Office Suffix 11,0,0,12532330,379489,118860495,1,2021-08-01,2022-12-31,2024-02
562,Q91500.11,11,Home Office Suffix 11,35417,0,0,156,257280,1,2021-09-20,2021-10-19,2024-02
563,Q40380.11,11,MINING 4.0: MINING OPERATIONS LAB,0,0,998863,2371,3263179,1,2021-12-08,2022-02-28,2024-02
564,Q30200.11,11,DCS capabilities building and upgrade,0,0,44405,390,256090,1,2021-12-20,2022-01-21,2024-02
565,Q34400.11,11,Home Office Suffix 11,0,0,0,9702,6528336,1,2021-08-02,2022-09-30,2024-02
566,Q36570.11,11,Home Office Suffix 31,2360418,3493556,2978826,14520,6886678,1,2021-12-20,2022-05-31,2024-02
567,Q21201.11,11,General,4911892,4832725,4831829,14976,16745493,1,2022-06-17,2022-12-31,2024-02
568,Q36220.11,11,Home office Suffix 11,6170137,9438382,13896684,31012,19855305,1,2022-09-07,2024-11-15,2024-02
569,Q22101.11,11,General,7272969,958387,7176383,30018,19453292,1,2022-06-01,2022-12-31,2024-02
570,Q11111.11,11,IMACID Maintenance Excellence Support 2,3562286,2551241,3145851,19763,9941094,1,2022-07-01,2023-07-31,2024-02
571,Q11109.11,11,"3MT DAP news lines (107 D, E & F) MES",9529382,5396867,13469334,44966,58098882,1,2022-08-01,2023-01-31,2024-02
572,Q11112.11,11,Q11112  Phosboucraa Accompagnement et Support Technique Laayoune,4260192,1243821,4851285,15982,13424880,1,2022-08-01,2023-07-31,2024-02
573,Q11113.11,11,Benguerir Wash Plant MES,7403271,4334830,4334830,38465,21992209,1,2022-08-01,2023-07-31,2024-02
574,Q13650.11,11,POTASH DISPOSIT FEASIBILITY - KHEMISSET,515389,610477,610477,2549,1493278,1,2022-02-01,2022-09-30,2024-02
575,Q11105.11,11,JFCs Hazardous Reparation - JFC2,899704,706312,860185,5510,6812585,1,2021-12-01,2023-11-30,2024-02
576,QBURKI.11,11,Home Office Suffix 11,40437,10517,37641,84,90209,1,2022-07-01,2022-08-31,2024-02
577,Q11106.11,11,JFCs Hazardous Reparation - JFC3,1358633,583682,842890,5473,6544620,1,2021-12-01,2023-11-30,2024-02
578,Q11107.11,11,JFCs Hazardous Reparation - JFC4,869485,607877,836940,5510,6467890,1,2021-12-01,2023-11-30,2024-02
579,Q11108.11,11,JFCs Hazardous Reparation - JFC5,1019619,430969,1007739,5893,8255970,1,2021-12-01,2023-11-30,2024-02
580,Q10091.11,11,Accompagnement de l'OCP pour le déploiem,131453,0,330883,304,330882,1,2022-04-01,2022-12-30,2024-02
581,Q11122.11,11,Laayoune Drying Plant Revamping - HSE Support,787901,213164,831518,3479,2371578,1,2022-09-16,2023-03-16,2024-02
582,Q22102.11,11,General,7272969,4978221,6103802,30018,19453292,1,2022-10-17,2023-11-17,2024-02
583,Q11110.11,11,PS4 Operational readiness,3801457,1303666,1679005,20362,11745866,1,2022-11-01,2023-07-31,2024-02
584,Q21203.11,11,Conceptual Study of Beni Amir Exp SP,2666315,0,2666315,7857,8854187,1,2024-08-01,2024-12-31,2024-02
585,Q21202.11,11,Conceptual Study of Beni Amir Exp WP,6121673,0,6121673,18848,16366971,1,2022-12-01,2024-02-29,2024-02
586,Q39000.11,11,Construction of 10 new CAP JLN/JLS,0,0,0,0,0,1,2022-04-23,2022-07-22,2024-02
587,Q33200.11,11,Design review for MAP Soluble Plant Reac,73116,25926,73116,196,187775,1,2022-02-01,2022-10-31,2024-02
588,Q36214.11,11,Home Office Suffix 11,23694,0,23694,0,418591,1,2022-04-29,2023-08-01,2024-02
589,Q91160.11,11,Réhabiliation Guelb 1,387229,-748790,1085271,1090,997799,1,2022-01-26,2023-02-24,2024-02
590,Q91220.11,11,PREAWARD SUPPORT,156520,108498,156520,1556,156520,1,2022-11-01,2023-03-21,2024-02
591,Q11114.11,11,Solid Sulfur Port Superstructure,20227641,0,-21519715,149490,168743978,1,2022-11-28,2027-11-30,2024-02
592,Q12780.11,11,Etude des solutions d'adaptation de la laverie de SAFI,1420412,1017873,1025439,7167,4840692,1,2022-11-01,2023-03-31,2024-02
593,Q36700.11,11,General,1114407,277868,1145546,4800,3262153,1,2022-11-25,2023-06-29,2024-02
594,Q10076.11,11,General,143416,183886,183886,7260,2192215,1,2022-11-01,2023-05-31,2024-02
595,Q11115.11,11,JFC1 Maintenance Excellence Execution LS,19788009,0,35552765,133502,167297700,1,2023-01-02,2023-12-29,2024-02
596,Q36213.11,11,Suffix 11,7968097,7625193,25096333,55223,27046889,1,2023-01-02,2023-12-29,2024-02
597,Q11116.11,11,JFC2 Maintenance Excellence Execution Y1,19302427,0,19302487,133502,167297700,1,2023-01-01,2023-12-29,2024-02
598,Q11118.11,11,JFC4 Maintenance Excellence Execution Y1,19302427,0,19302487,133502,167297700,1,2023-01-01,2023-12-29,2024-02
599,Q11124.11,11,Q11124  Laayoune Accompagnement et Support Technique Laayoune,5307030,2091830,5307030,41173,19248034,1,2022-11-01,2024-05-31,2024-02
600,Q11103.12,12,JLN Fertilizers Plants TSP,4718614,0,4718608,1044,65169650,1,2022-03-01,2024-02-28,2024-02
601,Q11114.12,12,Solid Sulfur Port Superstructure Year 2,21360229,0,0,147015,174450350,1,2022-11-28,2027-11-30,2024-02
602,Q11115.12,12,JFC1 Maintenance Excellence Execution Y2,26422343,255598,2561774,134739,182226290,1,2023-01-02,2023-12-29,2024-02
603,Q11118.12,12,JFC4 Maintenance Excellence Execution Y2,26491185,0,26491185,134739,182226290,1,2023-01-01,2023-12-29,2024-02
604,Q11116.12,12,JFC2 Maintenance Excellence Execution Y2,26491185,0,26491185,134739,182226290,1,2023-01-01,2023-12-29,2024-02
605,Q12830.12,12,General,301035,17124,301035,1747,997901,1,2023-07-03,2023-08-31,2024-02
606,QW2104.20,20,Non Labor,1355195,569071,603163,0,17803958,1,2021-03-29,2021-10-29,2024-02
607,Q31210.21,21,Home Office Suffix 21,3079174,3574404,3079174,15965,9350280,1,2020-05-01,2020-10-31,2024-02
608,Q32170.21,21,JPH ELECTRICAL PROJECT PH2,1542908,1337606,1542908,6598,3956835,1,2021-10-22,2024-06-14,2024-02
609,QI9417.21,21,[New],7431545,4571366,7431545,19326,17964969,1,2019-07-01,2020-12-31,2024-02
610,Q32420.21,21,Home Office Suffix 21,6693312,3338053,6693312,37695,18792216,1,2020-07-13,2021-03-15,2024-02
611,Q80170.21,21,Home Office Suffix 21,17263932,16341769,18774662,63141,48888167,1,2020-01-15,2022-12-30,2024-02
612,Q66040.21,21,Home Office Casablanca,2910756,2337437,2383613,13422,7590637,1,2018-07-02,2019-12-27,2024-02
613,Q32002.21,21,Home Office Labor,5997516,8461497,8461497,40131,25041330,1,2020-08-11,2024-07-31,2024-02
614,Q40150.21,21,Support Cumin,929401,-45447,-45447,514,1684800,1,2019-10-19,2021-01-31,2024-02
615,QBI207.21,21,Home Office Suffix 21,0,0,31570,15604,5130776,1,2020-02-01,2020-03-30,2024-02
616,QBC190.21,21,Home Office Suffix 21,0,0,0,2120,805209,1,2019-03-01,2020-06-30,2024-02
617,Q22700.21,21,Mines Solare PV,0,0,-2331613,37971,39449447,1,2022-04-20,2024-07-03,2024-02
618,Q37300.21,21,Conceptual Engineering,0,-228235,-289838431913474,23637,12786076,1,2020-12-28,2021-08-27,2024-02
619,QBP190.21,21,Laayoune New Port,42242518,38991830,50522571,127508,115640499,1,2020-01-01,2023-02-28,2024-02
620,Q31250.21,21,Conceptual Design,1786550,691485,691485,7488,6338195,1,2021-02-08,2024-01-01,2024-02
621,Q40280.21,21,Home Office Suffix 21,0,0,-1200,1629,1183510,1,2021-04-19,2021-08-06,2024-02
622,QU3730.21,21,OCP PMP Expansion,0,0,-25549,773,900420,1,2021-03-15,2021-06-11,2024-02
623,Q40180.21,21,Backbone Wave II,0,0,-1251607,2584,2351756,1,2020-03-01,2021-03-26,2024-02
624,Q30180.21,21,IMACID Granulation Plant,0,0,-632127696,3166,2893616,1,2022-01-24,2022-03-11,2024-02
625,Q40320.21,21,Carbon Support - SBTi Roadmap,0,0,-33406,770,1273376,1,2021-07-26,2021-12-31,2024-02
626,Q12690.21,21,Home Office Suffix 21,0,0,0,4294,1910346,1,2020-08-10,2021-04-09,2024-02
627,Q40310.21,21,TDO V5 Jorf,0,0,-158036,3498,2347072,1,2021-02-08,2021-07-02,2024-02
628,Q40300.21,21,TDO V5 Khouribga,0,0,-304732,3469,2377353,1,2021-01-25,2021-07-02,2024-02
629,Q40250.21,21,Outil Supply chain,3111078,3493769,3493769,2092,5186000,1,2020-12-10,2022-02-05,2024-02
630,Q32250.21,21,Home Office Suffix 21,0,0,0,2160,1009791,1,2021-07-05,2024-06-30,2024-02
631,Q40370.21,21,Outil Supply Chain 2,4719151,1484959,3359737,3798,7800232,1,2021-10-01,2022-06-24,2024-02
632,Q65000.21,21,PFC PMC 2020,3676337,4220938,4366413,12975,15015091,1,2020-01-01,2025-12-31,2024-02
633,Q40350.21,21,OCP Transportation model 2,0,0,25878,1689,1163665,1,2021-08-23,2021-12-17,2024-02
634,Q40330.21,21,GREEN WATER FOR NON -OCP DEMAND,0,0,0,676,476962,1,2021-05-14,2021-09-30,2024-02
635,Q32040.21,21,Engineering & construction support,8835213,3791833,13550315,33912,24351327,1,2022-11-02,2024-11-25,2024-02
636,Q33911.21,21,Assistance PMC pour la Modification Des Portiques à Vis du Quai 4bis au Port de Jorf Lasfar,1973097,1197521,1967099,7912,5150571,1,2022-03-08,2022-11-08,2024-02
637,QBI200.31,31,Home Office Suffix 01,0,-10310,-325643,3665,2558505,1,2020-02-24,2022-02-25,2024-02
638,Q37022.31,31,Home Office Suffix 31,0,-1309871,1391087,34228,15014665,1,2020-11-01,2021-06-01,2024-02
639,QBI204.31,31,Home Office Suffix 31,0,0,122281,2833,1339617,1,2020-01-01,2023-01-30,2024-02
640,QBI207.31,31,Home Office Suffix 31,0,0,0,2270,821590,1,2020-02-01,2020-03-30,2024-02
641,Q31210.31,31,Home Office Suffix 31,3216502,3581889,3216502,18759,9805052,1,2020-05-01,2020-10-31,2024-02
642,Q66450.31,31,Laayoune Poste Blindé: ITB + TBA,0,0,0,5085,2196623,1,2021-03-01,2021-10-01,2024-02
643,Q12390.31,31,Home Office Suffix 31,0,0,0,6806,3227934,1,2018-05-01,2019-09-30,2024-02
644,Q40250.31,31,"Projet Outil Pricing de la Roche, Acide et Engrais",412326,453017,-274741,338,727758,1,2020-12-10,2022-02-05,2024-02
645,Q37023.31,31,Home Office Suffix 31,5283132,8267443,5372088,20560,14781448,1,2021-07-01,2021-11-30,2024-02
646,Q40320.31,31,SUPPORT AND EXPERTISE: Deep dive on Carbon roadmap,0,0,-50429,918,609236,1,2021-07-26,2021-12-31,2024-02
647,Q30180.31,31,IMACID EXPANSION PROJECT,0,0,0,2006,1704108,1,2022-01-24,2022-03-11,2024-02
648,Q40020.31,31,Strategie de gestion du PG,0,0,0,196,144957,1,2022-02-11,2022-02-28,2024-02
649,Q33911.31,31,OCP Assistance FLS claim Superstructures portJorf Lasfar,578722,34932,578731,1820,1501762,1,2022-03-08,2022-11-08,2024-02
650,Q40330.31,31,PMO plan d'urgence energy and water,0,0,-175812,3426,2702898,1,2021-05-14,2021-09-30,2024-02
651,Q40180.31,31,Backbone Support – Wave 1 golive,0,0,0,0,0,1,2020-03-01,2021-03-26,2024-02
652,Q61000.31,31,BENGUERIR AREA PHASE 1  PROCUREMENT,409063,431651,409063,0,7226770,1,2022-06-01,2022-07-31,2024-02
653,QBI197.31,31,Home Office Suffix 31,0,0,80000,4048,1101348,1,2019-09-23,2020-09-25,2024-02
654,Q32130.31,31,GENERAL,596380,11292344,55971594,1946,5030975,1,2022-04-01,2026-02-24,2024-02
655,Q66050.31,31,Fire Fighting Program - Laayoune Project,421888,551063,3470370,1346,2190651,1,2022-04-04,2025-09-30,2024-02
656,Q37091.31,31,CAP JFC V,6981535,4456667,5723618,32659,21032750,1,2022-09-16,2024-03-01,2024-02
657,Q37290.31,31,Home Office Suffix 31,101017,5563745,2052285,440,1821118,1,2022-09-30,2023-01-06,2024-02
658,QINS00.31,31,Lifting & Handling Training Course,0,0,0,712,767422,1,2022-09-01,2023-04-28,2024-02
659,Q36214.31,31,Home Office Suffix 31,2143775,0,2143775,0,37873358,1,2022-04-29,2023-08-01,2024-02
660,Q37092.31,31,General,2403553,-3805929,2400460,21167,11975000,1,2023-01-02,2024-03-29,2024-02
661,Q32131.31,31,FF Program  In Progress Order JFC14,13526856,6303397,13944955,0,238974464,1,2022-11-01,2025-07-31,2024-02
662,Q11201.31,31,Mining Operation Lab,113208,-503632,7975680,19794,16219970,1,2023-04-01,2024-01-31,2024-02
663,Q31250.31,31,Conceptual Design,809202,535707,859601,3042,2573186,1,2021-02-08,2024-01-01,2024-02
664,Q31260.31,31,Phosphoric acid treatment Trace Element Bridge WO,572660,166160,572663,2236,1741751,1,2023-04-14,2023-06-30,2024-02
665,Q31261.31,31,Phosphoric Acid Treatement (Trace Element),11920540,4289014,12047367,57913,33923866,1,2023-07-17,2024-03-15,2024-02
666,Q11304.31,31,"Mobile Desalination Plant City, Site & STEP",0,0,0,0,0,1,2023-10-18,2024-10-18,2024-02
667,Q36130.31,31,GAPP 4T/D - OSBL - DEFINE,6866654,1088533,6866607,47354,27334246,1,2021-08-20,2021-12-31,2024-02
668,Q12201.31,31,General,2862429,30239,2862436,11405,7646320,1,2023-04-01,2024-01-31,2024-02
669,Q37093.31,31,General,0,0,0,0,0,1,2023-09-16,2024-05-01,2024-02
670,Q11402.31,31,Benguerir Wash Plant MEE Phase 1-Y1,2405660,-1498375,7164770,62304,68804429,1,2023-11-01,2028-10-31,2024-02
671,Q11109.31,31,"DAP Line D,E,F MEE First Year",3160189,-31224127,17317417,105864,98359985,1,2022-08-01,2023-01-31,2024-02
672,Q11131.31,31,General,11171248,0,11171248,100584,50700000,1,2024-01-01,2024-12-31,2024-02
673,QI9200.51,51,Nigeria Bulk Blending: Sokoto,863462,1247117,1247117,4200,2657245,1,2020-01-20,2020-08-30,2024-02
674,Q31111.51,51,PAT 600/J VDRN,2077272,2014953,2077272,13360,5547431,1,2021-03-12,2021-11-08,2024-02
675,Q31112.51,51,Accompagnement pour la contractualisation des dossiers achats,2088249,1255687,2088249,12555,5440719,1,2021-03-19,2021-08-23,2024-02
676,Q65211.51,51,Wash Plant WO Q6521151 REV0,0,0,-2534677,6905,3003510,1,2021-07-12,2022-08-31,2024-02
677,Q40250.51,51,Outil S&FP,1122977,690146,873560,1051,1972000,1,2020-12-10,2022-02-05,2024-02
678,Q12740.51,51,Field Staff Labor 35,2834097,2266875,2304316,14072,8664545,1,2021-08-30,2023-12-20,2024-02
679,Q32250.51,51,Home Office Suffix 51,13246611,8137123,17537762,56559,35703189,1,2021-07-05,2024-06-30,2024-02
680,Q83910.51,51,New Safi Port: Superstructure Project,0,-524409,0,0,0,1,2022-04-04,2023-03-31,2024-02
681,QBI197.51,51,Home Office Suffix 51,0,0,-69663,1898,641295,1,2019-09-23,2020-09-25,2024-02
682,Q36300.51,51,Interfaces Flexibility Construction,1782917,887937,1782897,10744,5016675,1,2021-12-01,2023-08-31,2024-02
683,Q21200.51,51,Laverie BA,1621994,841471,850708,8994,4707684,1,2022-03-01,2024-11-29,2024-02
684,Q36214.51,51,Home Office Suffix 51,1675274,0,1675274,0,29596512,1,2022-04-29,2023-08-01,2024-02
685,Q36100.51,51,Green Ammonia Pilot Plant - Construction,5987417,1923933,5987417,27663,17709300,1,2022-12-01,2024-06-01,2024-02
686,Q12501.51,51,Révision de la Stockeuse N° 1 de BOUCRAA,741792,0,741792,3138,4820453,1,2024-02-01,2024-04-30,2024-02
687,Q80130.52,52,SPH Platform Electrical-Poste 400 KV,0,0,103135,16119,7495771,1,2022-04-01,2023-01-27,2024-02
688,Q12740.52,52,Controle Des soudures NDT,17864,17864,17864,0,315594,1,2021-08-30,2023-12-20,2024-02
689,QBI190.61,61,Home Office Suffix 61,2139674,392916,2656822,11300,6087020,1,2019-09-27,2022-07-29,2024-02
690,Q31050.61,61,Home Office Suffix 61,20983274,24992628,28443340,110040,75806581,1,2019-07-01,2021-04-30,2024-02
691,Q80160.61,61,Suffix 61,0,0,0,58505,31641286,1,2020-01-15,2022-12-30,2024-02
692,QBI200.61,61,Home Office Suffix 01,0,-189879,-253444,3396,1550045,1,2020-02-24,2022-02-25,2024-02
693,QI9200.61,61,Nigeria Bulk Blending: Sokoto,1435872,1240293,1233100,8690,4140054,1,2020-01-20,2020-08-30,2024-02
694,Q32170.61,61,JPH Electrical Projects - Construction Supervision,3578983,4480231,4594714,18286,9965531,1,2021-10-22,2024-06-14,2024-02
695,Q31110.61,61,Home Office Suffix 61,1439499,3840567,1439499,6986,4112699,1,2019-09-28,2020-06-26,2024-02
696,Q37011.61,61,Home Office Suffix 61,696366,418283,984117,4475,2000706,1,2022-06-01,2022-06-30,2024-02
697,Q60150.61,61,Benguerir Beneficiation Plant - Commissioning,5803327,766707,5811516,33854,18596073,1,2018-02-01,2024-03-31,2024-02
698,Q32150.71,71,Long Sea Outfalls Dispersion and Sedimentation Study in Jorf Lasfar,1141304,971772,1141304,2557,8778990,1,2019-10-01,2020-05-29,2024-02
699,QBI201.71,71,Home Office Suffix,0,0,0,2884,990272,1,2020-11-30,2022-04-29,2024-02
700,Q37041.71,71,Home Office Suffix 41,1527274,908950,926824,7704,4121509,1,2021-08-02,2021-12-31,2024-02
701,Q70900.71,71,Massira Water Supply,743680,280654,446488,4760,2421549,1,2022-04-01,2022-07-29,2024-02
702,Q37012.71,71,Home Office suffix 71,1124322,0,1124322,8608,3498224,1,2023-05-22,2024-03-31,2024-02
703,Q37010.81,81,SAP POWER PLANT,22350427,21608809,20894006,90180,57148149,1,2018-01-01,2023-01-01,2024-02
704,QT4101.81,81,Home Office Suffix 81,0,0,0,0,0,1,2010-04-02,2023-12-31,2024-02
705,QBI201.91,91,Home Office Suffix,0,-243368,-2193,8093,2241474,1,2020-11-30,2022-04-29,2024-02
706,Q37010.91,91,Jorf MP Power Plant/ PJ5 PMC role with commissionning,0,0,-209984,17110,14178000,1,2018-01-01,2023-01-01,2024-02
707,QI9900.A,A,[New],0,0,0,0,0,1,2019-07-01,2020-02-29,2024-02
708,P5.EM,EM,ENGINEERING MANAGEMENT,0,0,0,0,0,1,,,2024-02
709,P6.EM,EM,ENGINEERING MANAGEMENT,0,0,0,0,0,1,,,2024-02
710,P2.ES,ES,ESTIMATING,0,0,0,0,0,1,,,2024-02
711,P4.ES,ES,ESTIMATING,0,0,0,0,0,1,,,2024-02
712,P5.ES,ES,ESTIMATING,0,0,0,0,0,1,,,2024-02
713,P6.ES,ES,ESTIMATING,0,0,0,0,0,1,,,2024-02
714,P2.ET,ET,INSPECTION / TESTING,0,0,0,0,0,1,,,2024-02
715,P4.ET,ET,INSPECTION / TESTING,0,0,0,0,0,1,,,2024-02
716,P5.ET,ET,INSPECTION / TESTING,0,0,0,0,0,1,,,2024-02
717,P6.ET,ET,INSPECTION / TESTING,0,0,0,0,0,1,,,2024-02
718,P3.EV,EV,ENVIRONMENTAL,0,0,0,0,0,1,,,2024-02
719,P1.EV,EV,ENVIRONMENTAL,0,0,0,0,0,1,,,2024-02
720,P2.EV,EV,ENVIRONMENTAL,0,0,0,0,0,1,,,2024-02
721,P4.EV,EV,ENVIRONMENTAL,0,0,0,0,0,1,,,2024-02
722,P5.EV,EV,ENVIRONMENTAL,0,0,0,0,0,1,,,2024-02
723,P6.EV,EV,ENVIRONMENTAL,0,0,0,0,0,1,,,2024-02
724,P2.EX,EX,EXPEDITING,0,0,0,0,0,1,,,2024-02
725,P4.EX,EX,EXPEDITING,0,0,0,0,0,1,,,2024-02
726,P5.EX,EX,EXPEDITING,0,0,0,0,0,1,,,2024-02
727,P6.EX,EX,EXPEDITING,0,0,0,0,0,1,,,2024-02
728,100.F1C,F1C,Architectural ISBL F,0,0,0,0,0,1,,,2024-02
729,P2.FE,FE,FIELD ENGR,0,0,0,0,0,1,,,2024-02
730,P4.FE,FE,FIELD ENGR,0,0,0,0,0,1,,,2024-02
731,P5.FE,FE,FIELD ENGR,0,0,0,0,0,1,,,2024-02
732,P6.FE,FE,FIELD ENGR,0,0,0,0,0,1,,,2024-02
733,P2.FP,FP,FIRE PROTECTION,0,0,0,0,0,1,,,2024-02
734,P4.FP,FP,FIRE PROTECTION,0,0,0,0,0,1,,,2024-02
735,P5.FP,FP,FIRE PROTECTION,0,0,0,0,0,1,,,2024-02
736,P6.FP,FP,FIRE PROTECTION,0,0,0,0,0,1,,,2024-02
737,Q31220.G,G,[New],0,0,0,0,0,1,2021-04-01,2023-12-29,2024-02
738,GEN.GEN,GEN,GENERAL EXPENSE,0,0,0,0,0,1,,,2024-02
739,Q82040.GEN.GEN,GEN,Genral Expenses,0,0,0,0,0,1,2022-09-30,2027-02-07,2024-02
740,P2.GT,GT,GEOLOGY / GEOTECHNICAL,0,0,0,0,0,1,,,2024-02
741,P4.GT,GT,GEOLOGY / GEOTECHNICAL,0,0,0,0,0,1,,,2024-02
742,P5.GT,GT,GEOLOGY / GEOTECHNICAL,0,0,0,0,0,1,,,2024-02
743,P6.GT,GT,GEOLOGY / GEOTECHNICAL,0,0,0,0,0,1,,,2024-02
744,P2.HV,HV,HVAC,0,0,0,0,0,1,,,2024-02
745,P4.HV,HV,HVAC,0,0,0,0,0,1,,,2024-02
746,P5.HV,HV,HVAC,0,0,0,0,0,1,,,2024-02
747,P6.HV,HV,HVAC,0,0,0,0,0,1,,,2024-02
748,P3.IN,IN,INSTRUMENTATION,0,0,0,0,0,1,,,2024-02
749,P1.IN,IN,INSTRUMENTATION,0,0,0,0,0,1,,,2024-02
750,P2.IN,IN,INSTR &amp; CONTROL SYS,0,0,0,0,0,1,,,2024-02
751,P4.IN,IN,INSTR &amp; CONTROL SYS,0,0,0,0,0,1,,,2024-02
752,P5.IN,IN,INSTR &amp; CONTROL SYS,0,0,0,0,0,1,,,2024-02
753,P6.IN,IN,INSTR &amp; CONTROL SYS,0,0,0,0,0,1,,,2024-02
754,INS.INS,INS,INSURANCE,0,0,0,0,0,1,,,2024-02
